,First Name,Last Name,Height,Nationality,Favorite Icecream,Like Liquorice,Times Been to Italy,First Time London,Steps per Day
0,Wendy,Lee,171.23,UK,Stracciatella,0,0,1,11807
1,Anita,Mitchell,169.39,Germany,Stracciatella,0,0,0,10898
2,Shane,Diaz,169.18,Norway,Mint,1,0,0,16169
3,Brittany,Love,171.83,Sweden,Pistachio,1,5,0,7764
4,Rickey,Nichols,156.68,Canada,Mint,0,0,0,12739
5,Pamela,Ross,181.84,Canada,Stracciatella,0,1,0,2955
6,Jonathan,Adams,160.94,Australia,Vanilla,1,2,0,6043
7,Sean,Colon,159.83,Brazil,Mint,1,2,1,7029
8,Scott,Vargas,195.66,China,Stracciatella,0,0,0,6508
9,Jill,Morales,176.32,USA,Stracciatella,0,1,0,10398
10,Nicholas,Spence,185.75,France,Vanilla,0,1,1,8300
11,Jennifer,Watts,148.47,Sweden,Strawberry,1,2,1,7405
12,Jacob,Herman,159.7,Japan,Stracciatella,1,1,0,3741
13,Andrew,Colon,175.49,France,Chocolate,1,1,1,10409
14,Natasha,Newton,171.98,Australia,Stracciatella,0,1,0,8774
15,Troy,Holt,183.15,Australia,Vanilla,0,2,0,5657
16,Mason,Edwards,177.06,Australia,Strawberry,0,0,0,11166
17,Tyler,Roberson,175.72,Denmark,Mint,0,0,1,7810
18,Rose,Wagner,186.87,USA,Pistachio,0,0,0,5756
19,Sarah,Johnson,179.93,Canada,Stracciatella,0,0,0,4846
20,Regina,Clayton,154.69,Australia,Chocolate,0,2,0,7693
21,April,Atkinson,159.98,Denmark,Vanilla,1,2,0,11016
22,Justin,Ramirez,158.83,Canada,Pistachio,0,1,1,10177
23,Christy,Bradley,162.56,China,Vanilla,0,0,0,11257
24,Jessica,Graves,158.57,Sweden,Strawberry,1,1,0,8010
25,Elizabeth,Jones,136.52,Canada,Vanilla,0,2,0,6369
26,Robin,Mcgrath,169.14,USA,Vanilla,0,3,0,6887
27,Shannon,Thomas,162.12,Australia,Chocolate,1,4,0,5815
28,Sheryl,Thomas,182.55,Canada,Vanilla,0,1,0,10056
29,Krista,Webster,165.91,Australia,Mint,0,0,0,7554
30,Elaine,Schwartz,178.65,Denmark,Pistachio,1,3,1,6155
31,Ronald,Booth,171.34,France,Mint,1,4,1,13277
32,Robin,Moore,165.0,Germany,Strawberry,0,2,1,5552
33,Justin,Diaz,149.47,Sweden,Vanilla,0,0,0,6371
34,Alexandra,Howe,146.42,Germany,Vanilla,0,0,0,8508
35,Michael,David,172.14,Norway,Mint,1,0,0,5786
36,Albert,Ryan,160.67,Norway,Vanilla,1,3,0,12156
37,Kiara,Adams,179.86,UK,Chocolate,0,0,1,7029
38,Catherine,Swanson,175.96,Italy,Stracciatella,0,5,0,5544
39,Carol,Perez,175.9,USA,Stracciatella,1,4,0,4645
40,Michael,Castro,170.12,Canada,Strawberry,0,1,1,12649
41,Lisa,Pierce,172.14,Canada,Stracciatella,0,2,0,8897
42,Brian,Klein,179.74,China,Pistachio,0,6,0,5395
43,Kelly,Pierce,162.37,China,Chocolate,0,0,0,3033
44,Ruth,West,158.08,Norway,Chocolate,1,3,0,6016
45,Catherine,Rollins,174.93,Germany,Mint,0,1,0,5557
46,Ann,Pruitt,166.35,USA,Stracciatella,0,1,1,11822
47,Joshua,Wallace,167.92,USA,Strawberry,0,0,0,6129
48,Debra,Moore,159.92,Australia,Vanilla,0,1,0,7274
49,Martha,Barber,165.94,USA,Pistachio,0,1,0,8735
50,Sonia,Ramsey,164.52,Canada,Chocolate,0,0,0,10409
51,Tonya,Bowman,174.89,Norway,Stracciatella,1,2,0,6369
52,Tyler,Henderson,158.83,Finland,Chocolate,1,1,1,11087
53,Juan,Stanley,185.45,China,Vanilla,0,2,1,5657
54,Jonathon,Hinton,183.21,Sweden,Vanilla,0,0,0,10398
55,George,Phillips,166.2,Australia,Vanilla,0,0,1,9532
56,Troy,Brown,172.47,Australia,Pistachio,0,6,0,7204
57,Kelly,Harris,167.18,USA,Chocolate,0,1,0,9325
58,Kiara,Edwards,170.77,Brazil,Stracciatella,0,3,0,3265
59,Martin,Graves,189.28,USA,Chocolate,1,0,0,7091
60,Nicole,Atkinson,166.19,Denmark,Pistachio,0,0,1,6210
61,Suzanne,Ford,166.55,USA,Strawberry,1,1,0,3043
62,Bruce,Johnson,153.72,Italy,Vanilla,0,4,0,6896
63,Megan,Mcgrath,169.94,China,Stracciatella,0,0,0,13690
64,Krystal,Rodriguez,162.14,Canada,Pistachio,0,1,1,6404
65,Monique,Berg,155.84,Denmark,Strawberry,0,0,1,9915
66,Kelsey,Warner,170.27,Norway,Stracciatella,1,1,1,8426
67,Dennis,Henderson,167.7,Canada,Chocolate,0,0,0,12096
68,Robert,Wells,166.8,Sweden,Vanilla,1,1,0,10075
69,Michael,Lewis,158.64,Brazil,Chocolate,0,2,0,3824
70,Sergio,Davila,186.61,Norway,Stracciatella,1,1,0,7966
71,John,Walsh,163.0,Italy,Chocolate,0,2,0,6999
72,Nicholas,Johnson,183.36,Denmark,Vanilla,1,1,0,9584
73,Debra,Silva,174.08,USA,Vanilla,0,0,0,4479
74,Wendy,Mcgee,175.35,Sweden,Stracciatella,1,1,0,3765
75,Thomas,Lang,180.57,China,Pistachio,0,0,0,8851
76,Miranda,Lewis,181.86,Australia,Strawberry,0,0,0,9966
77,Ashley,Kelley,165.15,China,Mint,0,1,0,4750
78,Lynn,Newton,170.2,UK,Stracciatella,1,1,1,7520
79,Lynn,Dennis,162.99,Italy,Chocolate,0,1,0,10615
80,Jenny,Dominguez,184.34,Germany,Pistachio,0,1,0,10727
81,Sandra,Simmons,146.42,Australia,Stracciatella,0,1,0,6100
82,James,Wagner,177.04,Italy,Vanilla,0,0,0,4060
83,Troy,Rose,157.58,China,Chocolate,0,1,0,7890
84,Karen,Wright,156.68,Australia,Chocolate,0,3,0,8480
85,Laura,Smith,166.57,France,Mint,0,1,0,9131
86,Joshua,Castro,169.82,UK,Vanilla,1,0,1,5637
87,Tony,Graves,178.73,USA,Mint,1,2,0,5557
88,Ashley,Reed,174.57,Italy,Pistachio,1,3,0,8503
89,Benjamin,Lopez,157.42,Finland,Stracciatella,1,0,0,8395
90,Elizabeth,Mcconnell,180.98,Germany,Stracciatella,0,1,1,3479
91,Nicole,Kim,158.82,Italy,Pistachio,0,1,0,3553
92,Andrea,Ayers,165.35,Italy,Chocolate,0,0,0,9437
93,Debra,Vargas,176.42,Germany,Vanilla,1,0,0,8510
94,Jack,Harding,163.04,USA,Strawberry,1,6,0,5524
95,Pamela,Kim,149.65,Germany,Stracciatella,0,3,0,12212
96,Bryce,Schwartz,156.69,Australia,Stracciatella,0,4,0,10885
97,April,Sanders,177.33,China,Mint,0,4,0,10006
98,Shawn,Thomas,164.28,Norway,Strawberry,1,1,1,4810
99,Rickey,Montes,158.99,Brazil,Chocolate,0,4,0,8503
100,Paul,Barker,169.6,Japan,Chocolate,0,2,0,5198
101,Bryce,Rice,156.63,Brazil,Chocolate,1,0,1,5849
102,Monica,Brown,136.52,Brazil,Pistachio,0,3,0,12720
103,Justin,Davila,184.76,Japan,Vanilla,0,2,0,3553
104,Mark,Johnson,162.62,Australia,Chocolate,1,1,0,9829
105,Cole,Wagner,159.27,China,Strawberry,0,1,0,3474
106,Travis,Robbins,168.29,Germany,Vanilla,0,0,1,7027
107,Tonya,Roman,169.72,Germany,Vanilla,1,4,0,2744
108,Kelly,Daniel,171.39,France,Pistachio,0,0,0,7966
109,Troy,Smith,159.29,USA,Stracciatella,0,2,0,8748
110,Tamara,Barnett,178.38,Germany,Chocolate,0,1,0,6896
111,Shawn,Ramsey,170.45,Sweden,Stracciatella,1,5,0,9333
112,Arthur,Davis,169.99,Brazil,Stracciatella,0,0,0,8333
113,Barbara,Henry,174.08,Finland,Chocolate,1,1,0,10921
114,Stephanie,Lloyd,178.38,Denmark,Mint,0,0,0,6149
115,Aaron,Porter,173.74,UK,Chocolate,0,1,1,4961
116,Ronald,Simmons,161.76,Finland,Mint,1,0,0,5671
117,Kristen,Campos,147.7,Brazil,Chocolate,0,1,0,8897
118,Debra,Thomas,156.35,France,Stracciatella,0,3,0,5234
119,Jacob,Marshall,162.25,Denmark,Chocolate,0,0,1,8438
120,John,Duarte,164.44,USA,Vanilla,0,2,0,8050
121,Gordon,Johnson,179.86,Brazil,Vanilla,0,3,0,10718
122,Wendy,Castro,164.28,Australia,Stracciatella,0,0,0,7072
123,Julie,Lopez,166.41,Canada,Strawberry,0,1,0,8851
124,Troy,David,179.86,France,Mint,0,6,0,6912
125,Chase,Ramsey,185.76,Brazil,Strawberry,0,0,0,7440
126,Calvin,Brown,164.33,UK,Pistachio,0,5,1,2955
127,Wendy,Snow,166.35,Italy,Chocolate,0,1,1,12739
128,Debra,Adams,167.16,USA,Mint,0,1,0,4219
129,Thomas,Frazier,176.37,Brazil,Pistachio,1,3,0,5671
130,Nicole,Ramsey,166.2,Brazil,Mint,0,3,1,5036
131,Sarah,Marshall,165.15,Sweden,Stracciatella,1,1,0,7894
132,Benjamin,Hamilton,169.56,Norway,Vanilla,1,0,0,4911
133,Martha,Martinez,161.77,Denmark,Strawberry,1,3,0,6388
134,Kathryn,Sanders,175.22,Denmark,Mint,1,1,0,9405
135,Jenny,Rojas,163.0,China,Vanilla,0,3,0,9787
