,First Name,Last Name,Height,Nationality,Favorite Icecream,Like Liquorice,Times Been to Italy,First Time London,Steps per Day
0,Kristy,Parks,192.07,China,Strawberry,1,6,0,16302.0
1,Chase,Taylor,166.57,China,Chocolate,1,3,0,5382.0
2,Jenna,Rogers,186.58,Germany,Strawberry,1,6,1,4986.0
3,Tyrone,Velasquez,151.77,Sweden,Mint,1,6,0,2717.0
4,Ashley,Whitney,148.39,Brazil,Pistachio,0,0,1,15820.0
5,Nancy,Anthony,188.91,Canada,Chocolate,0,6,1,4510.0
6,Kylie,Mcgee,141.42,Canada,Strawberry,1,6,0,3690.0
7,Lynn,Vega,151.11,China,Mint,1,5,1,7661.0
8,Adam,Ryan,158.63,Canada,Strawberry,0,0,1,5383.0
9,Deborah,Norman,200.4,China,Strawberry,1,5,0,4869.0
10,Cheryl,Washington,199.53,China,Stracciatella,0,3,1,7563.0
11,Veronica,Simpson,196.93,Canada,Strawberry,1,1,0,10729.0
12,Charles,Monroe,147.46,China,Stracciatella,1,2,0,10549.0
13,Theresa,Patterson,200.61,China,Strawberry,1,5,0,4945.0
14,Jillian,Preston,170.41,Denmark,Mint,1,5,0,14071.0
15,Brent,Harrison,153.04,Brazil,Mint,0,3,1,16050.0
16,Olivia,Gomez,150.56,Japan,Chocolate,1,5,0,12696.0
17,Tara,Golden,196.38,Canada,Strawberry,0,2,1,15435.0
18,Andre,Mccoy,160.04,China,Pistachio,1,5,1,9960.0
19,Tasha,Price,200.66,Denmark,Vanilla,1,6,1,10327.0
20,Katherine,Stevens,193.34,Canada,Vanilla,1,2,1,1134.0
21,Debbie,Higgins,150.0,France,Chocolate,0,4,0,14058.0
22,Lori,Salazar,156.04,Brazil,Mint,0,5,1,14841.0
23,Briana,Silva,138.32,Brazil,Strawberry,0,0,1,17768.0
24,Cameron,Herring,144.41,Japan,Stracciatella,0,1,0,8629.0
25,Teresa,Mason,156.34,Canada,Pistachio,1,3,1,5095.0
26,Mason,Summers,167.19,China,Chocolate,1,1,1,1136.0
27,Raymond,Harding,157.73,Denmark,Stracciatella,0,5,0,17616.0
28,Tammy,Cummings,160.03,Canada,Stracciatella,1,7,1,9265.0
29,Morgan,Cline,148.15,China,Strawberry,1,6,1,2673.0
