,First Name,Last Name,Height,Nationality,Favorite Icecream,Like Liquorice,Times Been to Italy,First Time London,Steps per Day
0,Judith,Ortega,157.35,Brazil,Vanilla,0,0,0,5815
1,Edgar,Foster,173.11,Italy,Vanilla,0,1,1,12040
2,Miranda,Maynard,162.51,USA,Pistachio,1,0,0,8031
3,Edgar,David,165.09,Denmark,Pistachio,0,3,0,8395
4,Betty,Huynh,161.87,Japan,Vanilla,0,2,0,6210
5,Julian,Allen,167.97,Finland,Chocolate,0,0,0,9016
6,Blake,Lester,175.71,Denmark,Mint,1,1,1,4654
7,Suzanne,Huynh,164.99,Australia,Strawberry,1,1,0,6535
8,Stacey,Davila,162.42,Australia,Vanilla,0,3,0,2744
9,Autumn,Mendez,163.46,USA,Stracciatella,0,0,0,2884
10,Christopher,Armstrong,171.62,Australia,Vanilla,0,0,0,12720
11,Frederick,Avery,166.37,Australia,Chocolate,0,1,1,9603
12,Adrian,Mendoza,157.87,China,Chocolate,0,0,1,6426
13,Austin,Fisher,187.29,Finland,Vanilla,0,1,0,9640
14,Michael,Lin,174.86,Denmark,Vanilla,1,1,0,10963
15,Patty,Dorsey,163.03,Denmark,Mint,1,4,0,1192
16,Tamara,Keith,153.38,Japan,Mint,0,2,1,10024
17,Tyler,Navarro,188.26,USA,Chocolate,1,2,0,5354
18,Amy,Rowe,156.31,USA,Strawberry,0,2,0,11315
19,John,Moyer,171.83,France,Pistachio,0,3,0,7487
20,Bethany,Huynh,166.53,Italy,Mint,1,0,0,11006
21,Dorothy,Weaver,153.38,Denmark,Stracciatella,0,4,0,9592
22,Kristine,Summers,172.97,Brazil,Vanilla,0,1,1,5996
23,Alex,Sweeney,158.19,France,Chocolate,0,3,0,13450
24,Julie,Holland,185.44,USA,Pistachio,0,2,0,9119
25,Susan,White,175.02,Finland,Vanilla,1,2,0,8744
26,Vanessa,Lopez,169.02,Italy,Strawberry,0,0,0,10815
27,Kimberly,Castro,166.36,Brazil,Chocolate,0,5,1,12216
28,Stacey,Perez,163.85,Canada,Vanilla,1,2,0,8902
29,Alex,Austin,164.95,Canada,Mint,0,1,0,12702
30,Mason,Jefferson,180.85,Japan,Chocolate,1,1,0,10548
31,Michael,Mack,164.22,Germany,Pistachio,0,3,1,5586
32,Isaac,Ayers,165.1,Sweden,Stracciatella,0,0,0,11712
33,Michael,Holt,180.6,USA,Stracciatella,0,1,0,6473
34,Alexander,Mathis,165.01,Brazil,Stracciatella,0,0,0,3720
35,Gail,Acosta,176.3,Sweden,Strawberry,1,4,0,10592
36,Frederick,French,184.98,Canada,Vanilla,1,4,0,10906
