,First Name,Last Name,Height,Nationality,Favorite Icecream,Like Liquorice,Times Been to Italy,First Time London,Steps per Day
0,Tricia,Adkins,174.21,USA,Vanilla,0,0,1,6755.0
1,Shawna,Bishop,179.48,China,Vanilla,0,7,1,2593.0
2,Brittney,Burton,175.49,Norway,Vanilla,1,3,0,15209.0
3,Rebecca,Arias,205.4,Denmark,Chocolate,1,6,1,8724.0
4,Felicia,Coleman,154.41,Norway,Pistachio,1,8,0,15277.0
5,Jesse,Zuniga,198.72,Norway,Stracciatella,1,1,0,10722.0
6,Ann,Nelson,164.57,Canada,Mint,0,4,0,12381.0
7,Tom,Reynolds,143.4,Germany,Mint,0,4,0,2131.0
8,Dustin,Peterson,135.12,Sweden,Mint,1,6,1,10854.0
9,Valerie,Paul,143.11,Canada,Pistachio,0,3,0,11282.0
10,Diana,Nelson,147.71,France,Mint,0,4,1,10159.0
11,Jasmine,Benton,153.09,China,Pistachio,1,8,0,3760.0
12,Leah,Medina,181.48,Brazil,Stracciatella,1,9,1,3898.0
13,Rachel,Hancock,183.76,Germany,Pistachio,0,0,1,12168.0
14,Bridget,Hogan,189.01,China,Pistachio,1,8,0,9806.0
15,John,Franklin,204.88,France,Stracciatella,1,8,0,3930.0
16,Roger,Jennings,202.78,Canada,Stracciatella,0,3,1,18902.0
17,Andrew,Mcdaniel,156.61,Italy,Vanilla,0,5,1,11394.0
18,Charlotte,Simmons,153.99,Japan,Pistachio,1,7,0,3824.0
19,Kiara,Woods,196.37,Canada,Vanilla,1,3,1,14638.0
20,Edward,Moore,142.13,France,Chocolate,0,2,0,13423.0
21,Albert,Hoover,175.27,Denmark,Strawberry,1,8,1,6992.0
22,Krista,Sosa,145.42,UK,Chocolate,0,1,1,5738.0
23,Sarah,Hart,148.17,UK,Strawberry,1,1,1,13761.0
24,Edward,Coleman,164.78,Italy,Pistachio,1,8,0,12826.0
25,Drew,Allen,172.06,Denmark,Chocolate,1,5,1,8484.0
26,Jeremiah,Warren,204.61,USA,Mint,1,3,0,11390.0
27,Ray,Cooper,175.67,China,Mint,1,9,0,7649.0
28,Sandra,Pruitt,206.58,Canada,Stracciatella,1,3,1,6519.0
29,Gary,Caldwell,181.61,Norway,Strawberry,1,6,0,7005.0
30,Brent,Barry,185.28,Norway,Chocolate,1,6,1,3914.0
31,Brent,Francis,135.89,Australia,Vanilla,1,8,1,16498.0
32,Emily,Dorsey,168.58,Japan,Chocolate,0,4,0,14006.0
33,Krista,Bray,157.4,Germany,Vanilla,0,7,1,14033.0
34,Desiree,Harvey,170.92,France,Mint,1,6,1,18221.0
35,Shelly,Cunningham,179.93,Italy,Stracciatella,1,0,0,9982.0
36,Tommy,Griffith,190.98,Japan,Stracciatella,1,6,1,3587.0
37,Ronald,Harris,194.99,Australia,Chocolate,0,9,0,15292.0
38,Brenda,Houston,191.32,Brazil,Mint,1,8,0,9210.0
39,Lisa,Saunders,201.96,Germany,Mint,0,9,0,8971.0
40,Dustin,Graham,143.45,Brazil,Chocolate,0,2,0,12970.0
41,Marcus,Gordon,192.96,Germany,Stracciatella,1,6,0,14379.0
42,Kara,Mcdaniel,158.97,Norway,Pistachio,0,5,0,11825.0
43,Brandon,Craig,143.08,Brazil,Stracciatella,0,7,1,9130.0
44,Ronnie,Jackson,199.28,Norway,Stracciatella,1,5,0,13251.0
45,Jordan,Frazier,154.38,Denmark,Mint,0,0,0,2169.0
46,Kevin,Black,154.67,UK,Stracciatella,1,8,0,3771.0
47,Javier,Ingram,160.69,UK,Stracciatella,1,6,0,8850.0
