,First Name,Last Name,Height,Nationality,Favorite Icecream,Like Liquorice,Times Been to Italy,First Time London,Steps per Day
0,Scott,Hodges,205.37,Norway,Strawberry,1,9,1,11811.0
1,Benjamin,Hunt,156.39,Italy,Stracciatella,1,3,1,18864.0
2,Ray,Turner,151.31,Canada,Stracciatella,1,9,1,16679.0
3,Taylor,Villegas,190.29,France,Strawberry,0,0,0,4020.0
4,Glenda,Calderon,144.84,Canada,Chocolate,1,1,0,10583.0
5,Yolanda,Cox,148.31,Brazil,Stracciatella,1,8,0,7595.0
6,Alex,Oconnor,142.72,Norway,Stracciatella,0,4,0,5231.0
7,Donald,Walters,204.66,Canada,Chocolate,1,1,1,16575.0
8,Mary,Park,189.44,Denmark,Stracciatella,1,9,1,15794.0
9,Brett,Wagner,155.97,USA,Mint,0,7,1,3153.0
10,Mario,Nguyen,207.34,Norway,Mint,0,8,0,4454.0
11,Vernon,Sims,175.88,Denmark,Chocolate,0,4,0,1067.0
12,Dylan,Tran,139.62,Norway,Vanilla,0,2,1,18475.0
13,Madison,Mercer,151.65,France,Pistachio,1,5,0,5218.0
14,Travis,Walls,195.33,Germany,Mint,0,1,1,3248.0
15,Sandra,Gomez,140.06,USA,Vanilla,1,7,0,14661.0
16,Dean,Cochran,160.05,USA,Pistachio,0,5,1,6300.0
17,Jacqueline,Lynch,197.03,Finland,Chocolate,0,1,1,1423.0
18,Ann,Garcia,191.51,Italy,Stracciatella,1,3,0,17547.0
19,Philip,Morton,194.56,Denmark,Pistachio,0,2,0,8785.0
20,Marcus,Davenport,196.12,Italy,Vanilla,1,5,1,7325.0
21,Willie,Berger,176.84,France,Stracciatella,0,9,1,9701.0
22,Casey,Cook,134.75,Australia,Vanilla,0,8,0,12231.0
23,Stephanie,Hodges,170.39,Sweden,Pistachio,1,7,0,18758.0
24,Kathleen,Castro,143.12,USA,Mint,1,5,0,1696.0
25,Lindsey,Wells,167.23,Denmark,Chocolate,0,4,0,3822.0
26,Casey,Lowe,154.59,France,Chocolate,0,5,1,17532.0
27,Gordon,Cook,150.28,Canada,Vanilla,1,5,0,3227.0
28,Bryan,Flores,149.28,China,Stracciatella,1,2,1,4074.0
