,First Name,Last Name,Height,Nationality,Favorite Icecream,Like Liquorice,Times Been to Italy,First Time London,Steps per Day
0,Jack,Snyder,160.9,Italy,Stracciatella,1,3,0,3132.0
1,Donald,Fuller,140.15,Norway,Strawberry,1,8,0,12667.0
2,Christian,Walls,151.23,Canada,Mint,1,6,0,19043.0
3,Claudia,Hart,175.15,Canada,Vanilla,0,6,1,12603.0
4,Anita,Carpenter,145.4,Canada,Mint,1,9,0,2745.0
5,Melanie,Moran,190.6,Denmark,Mint,0,3,1,5851.0
6,Hector,Quinn,199.84,Italy,Stracciatella,1,1,0,6869.0
7,Marissa,Williams,136.64,Norway,Stracciatella,0,5,1,7751.0
8,Willie,Gordon,205.3,Sweden,Strawberry,0,7,0,18363.0
9,Nina,Ball,183.05,Germany,Vanilla,0,2,0,15845.0
10,Sean,Mullins,155.87,France,Pistachio,0,5,0,17505.0
11,Lindsey,Chandler,169.24,USA,Pistachio,1,0,0,4717.0
12,Kristie,Simmons,179.69,Brazil,Chocolate,0,4,0,1269.0
13,Erica,Roberson,205.43,Brazil,Pistachio,0,6,0,13700.0
14,Audrey,Hess,134.63,Italy,Pistachio,1,3,1,4047.0
15,Dustin,Massey,203.92,Finland,Strawberry,0,5,0,18551.0
16,Kellie,Ruiz,163.45,USA,Chocolate,0,8,1,10106.0
17,Theodore,Mejia,189.26,Denmark,Vanilla,0,2,0,9524.0
18,Mitchell,Edwards,140.59,Japan,Mint,1,5,0,16540.0
19,Carolyn,Delgado,172.67,Japan,Pistachio,1,2,0,7191.0
20,Natalie,Robles,135.72,USA,Mint,1,9,1,9901.0
21,Carolyn,Walters,203.79,France,Chocolate,0,3,0,4700.0
22,Courtney,Padilla,173.12,China,Mint,0,2,0,10641.0
23,Theresa,Walsh,166.31,Finland,Strawberry,1,5,1,6889.0
24,Drew,Dickson,152.41,Australia,Vanilla,1,0,0,3599.0
25,Hayden,Weaver,144.69,Japan,Stracciatella,1,5,1,18715.0
26,John,Morris,157.74,USA,Pistachio,1,6,0,6414.0
27,Yolanda,Jacobs,205.73,Denmark,Mint,0,0,0,15062.0
28,Judy,Romero,195.67,Brazil,Mint,1,5,0,12872.0
29,Amy,Mercado,134.7,USA,Strawberry,0,9,0,1314.0
30,Leslie,Day,171.36,USA,Vanilla,1,2,0,16418.0
31,Lindsay,Maddox,197.92,Brazil,Pistachio,0,0,0,3579.0
32,Nicholas,Mcdowell,179.87,Canada,Chocolate,0,5,0,15541.0
33,William,Oneal,185.83,Norway,Stracciatella,1,3,1,3719.0
34,Mary,Willis,192.69,Brazil,Strawberry,1,0,0,18436.0
35,Lawrence,Yoder,203.23,France,Pistachio,1,1,0,10009.0
36,Yesenia,Santos,173.61,Japan,Mint,1,2,0,12226.0
37,Kim,Sanders,176.8,France,Mint,1,5,0,8894.0
38,Joshua,Snow,142.29,Canada,Mint,0,8,0,14355.0
39,Chris,Jarvis,203.29,Germany,Pistachio,1,6,0,13025.0
40,Judy,King,159.92,Denmark,Pistachio,0,8,0,7381.0
41,Kristopher,Reeves,202.59,Finland,Pistachio,0,7,0,10304.0
42,Isabella,Herrera,172.36,Norway,Pistachio,1,9,0,8227.0
43,Debra,Dawson,205.99,Canada,Strawberry,0,3,1,9937.0
44,Kathleen,Gomez,164.5,UK,Mint,0,0,0,9157.0
45,Michelle,Lee,172.73,Sweden,Pistachio,0,2,0,18158.0
46,Debra,Henry,192.52,China,Mint,1,5,0,13360.0
47,Wesley,Leonard,190.89,Brazil,Strawberry,0,0,0,6428.0
48,Tricia,Ingram,177.74,Denmark,Mint,0,8,1,5809.0
49,Alec,Bush,170.0,Brazil,Mint,1,5,0,18947.0
50,Deborah,Anthony,146.27,Japan,Vanilla,0,1,1,5540.0
51,Noah,Leon,167.64,Japan,Vanilla,1,7,1,11710.0
52,Selena,Atkinson,168.1,Finland,Stracciatella,0,8,0,5736.0
53,Shelia,Murphy,185.08,Germany,Vanilla,1,2,0,5708.0
54,Joseph,Cummings,140.31,Germany,Vanilla,1,9,0,9108.0
55,Jeffrey,Zhang,151.33,Japan,Vanilla,0,2,0,14187.0
56,Judy,Bruce,202.79,Germany,Pistachio,0,6,0,8450.0
57,Maria,Rowe,145.94,Canada,Chocolate,1,5,0,16363.0
58,Julia,Franklin,168.37,China,Stracciatella,1,0,0,6998.0
59,Theresa,Cooper,140.77,China,Mint,1,0,0,2239.0
60,Dana,Love,200.18,Italy,Mint,0,1,0,10866.0
61,Dana,Long,204.73,France,Mint,0,5,0,18167.0
62,Frank,Floyd,158.35,Canada,Chocolate,1,0,0,7920.0
63,Angelica,Greene,206.43,Germany,Chocolate,0,1,0,7669.0
64,Jonathon,Villegas,179.64,Italy,Strawberry,0,5,0,17752.0
65,Chad,Bean,198.78,Australia,Vanilla,0,2,0,11236.0
66,Gene,Kirby,149.6,Finland,Pistachio,0,2,1,8646.0
67,Katherine,Greene,193.23,Denmark,Stracciatella,1,5,0,17935.0
68,Desiree,Bray,184.09,Germany,Vanilla,0,5,0,10590.0
69,Terri,Richardson,170.04,Denmark,Mint,0,4,1,11185.0
70,Cheryl,Knight,154.09,Finland,Pistachio,1,8,0,6327.0
71,Trevor,Petersen,191.39,Norway,Mint,0,8,1,4471.0
72,Madison,Harvey,149.98,Australia,Stracciatella,0,4,1,8878.0
73,Terri,Briggs,167.41,Finland,Vanilla,1,9,1,11084.0
74,Raymond,Anderson,188.41,UK,Vanilla,1,5,0,4094.0
75,Brittany,Cuevas,155.84,UK,Mint,1,4,0,11734.0
76,Nina,Cantu,177.48,Brazil,Chocolate,0,3,0,4200.0
77,Thomas,Malone,142.29,Japan,Pistachio,1,5,1,6881.0
78,Barbara,Gentry,161.74,Denmark,Mint,0,0,0,3513.0
79,Diane,Brooks,206.15,Japan,Strawberry,1,6,0,16030.0
80,Derrick,Perry,152.78,Norway,Stracciatella,1,5,0,9539.0
81,Brandi,Cherry,138.89,China,Pistachio,0,0,0,14185.0
82,Randall,Castro,199.3,Norway,Mint,1,3,1,15963.0
83,Kara,Watkins,166.35,USA,Chocolate,1,0,1,6917.0
84,Wendy,Dean,134.72,China,Mint,0,5,0,10327.0
85,Whitney,Gardner,140.64,Norway,Pistachio,1,9,0,3867.0
86,Sarah,Love,173.81,Norway,Strawberry,0,9,0,16141.0
87,Steve,Sims,189.3,UK,Pistachio,0,7,1,18654.0
88,Makayla,Howard,188.18,Brazil,Chocolate,1,3,1,17645.0
89,Kaitlyn,Adkins,146.65,Sweden,Stracciatella,0,6,0,15846.0
90,Selena,Woods,199.23,Germany,Pistachio,1,5,0,3574.0
91,Kathleen,Nelson,140.91,Japan,Pistachio,0,5,1,11923.0
92,Pam,Olson,136.03,USA,Chocolate,1,1,0,1112.0
93,Drew,Dorsey,159.81,Norway,Pistachio,1,0,0,12370.0
94,Loretta,Bradford,204.58,Canada,Strawberry,1,1,1,13588.0
95,Taylor,Rice,155.39,Canada,Strawberry,1,3,1,6797.0
96,Richard,Keith,187.51,Finland,Strawberry,1,5,1,13141.0
97,Brittney,Schmitt,195.66,Finland,Chocolate,1,1,1,14735.0
98,Brandi,Daniel,207.09,Australia,Vanilla,0,4,0,16200.0
99,Emily,Berger,194.78,Brazil,Pistachio,1,1,0,18301.0
100,Francisco,Stein,197.39,Australia,Mint,0,3,1,12076.0
101,Krista,Collins,177.15,France,Mint,1,5,1,1391.0
102,Candice,Mcmahon,144.27,Brazil,Pistachio,1,0,0,11439.0
103,Donald,Jacobson,142.91,Denmark,Pistachio,0,1,0,18168.0
104,Nancy,Watson,152.25,Finland,Chocolate,0,1,1,4235.0
105,Mark,Ellis,158.01,Sweden,Chocolate,0,9,1,18809.0
106,Beverly,Harmon,178.06,Canada,Chocolate,0,0,0,16564.0
107,Jimmy,Ballard,165.93,Denmark,Strawberry,0,4,1,2626.0
108,Audrey,Gonzales,161.97,Denmark,Mint,0,0,0,18804.0
109,Dawn,Walton,189.88,Denmark,Mint,0,8,0,13728.0
110,Noah,Gutierrez,191.87,Sweden,Mint,0,0,0,2227.0
111,Christina,Walton,149.39,Denmark,Mint,1,2,0,16060.0
112,Anne,Freeman,206.45,Norway,Pistachio,0,0,0,17117.0
113,Willie,Gallagher,166.07,USA,Chocolate,0,8,0,17526.0
114,Julia,Hopkins,156.87,USA,Mint,0,0,1,2948.0
115,Michelle,Woods,140.2,Sweden,Mint,1,3,0,8269.0
116,Jonathan,Weber,134.77,Germany,Strawberry,1,1,0,18867.0
117,Mike,Booker,181.76,Canada,Chocolate,0,6,0,18703.0
118,Mary,Mcmahon,164.21,Germany,Mint,1,9,1,8224.0
119,Shawna,Cunningham,164.36,Canada,Mint,0,6,0,11610.0
120,Lonnie,Cochran,203.74,Japan,Pistachio,0,6,0,3329.0
121,Kaitlyn,Hall,198.86,Denmark,Mint,1,0,0,4195.0
122,Charlotte,Irwin,186.67,Denmark,Pistachio,0,8,0,10804.0
123,Paula,Villanueva,152.41,Finland,Stracciatella,1,8,0,2808.0
124,Lori,Hickman,172.2,Norway,Vanilla,1,9,0,3512.0
125,Frank,Barnes,199.79,Italy,Vanilla,0,9,0,15056.0
126,Elizabeth,Roberts,170.61,Italy,Stracciatella,0,2,1,5620.0
127,Maurice,Newman,199.59,USA,Vanilla,0,6,0,13485.0
128,Lee,Bradshaw,152.11,UK,Strawberry,1,9,0,3800.0
129,Dennis,Cherry,207.01,Japan,Stracciatella,0,8,0,5746.0
130,Evan,Hudson,150.99,UK,Pistachio,0,3,1,8236.0
131,Jesse,Hayes,167.26,Sweden,Mint,1,0,0,1452.0
132,Jamie,Murphy,154.49,Finland,Strawberry,0,0,1,2940.0
133,Samantha,Carroll,177.49,Brazil,Stracciatella,0,1,1,3897.0
134,Molly,Gutierrez,150.5,USA,Vanilla,0,5,0,9618.0
135,Shelley,Green,204.04,UK,Mint,0,4,0,4991.0
136,Theodore,Stafford,205.95,Finland,Vanilla,0,4,1,11530.0
