,First Name,Last Name,Height,Nationality,Favorite Icecream,Like Liquorice,Times Been to Italy,First Time London,Steps per Day
0,Christine,Greer,174.74,France,Vanilla,0,0,0,7520
1,Bruce,Mann,175.89,Finland,Chocolate,0,4,1,4479
2,Todd,Howell,173.09,Australia,Stracciatella,1,2,0,8406
3,Edgar,Singh,171.49,Finland,Strawberry,0,0,1,5432
4,Brandi,Shannon,170.04,China,Stracciatella,0,0,1,9822
5,George,Bailey,164.27,Finland,Chocolate,0,4,0,6368
6,Molly,Mccoy,148.47,China,Mint,1,4,1,12518
7,Adrian,Cummings,170.3,USA,Vanilla,1,4,0,5589
8,Betty,Hendrix,164.28,Norway,Vanilla,1,2,0,4609
9,Michael,Chen,170.13,Norway,Vanilla,1,0,0,8136
10,Kathleen,Hendrix,163.88,Norway,Chocolate,1,2,0,9040
11,Grace,Hicks,164.44,Finland,Strawberry,0,0,1,9500
12,George,James,182.85,Brazil,Strawberry,1,0,0,4504
13,Molly,Hansen,165.69,USA,Stracciatella,0,5,1,9200
14,Steve,Stuart,174.36,Finland,Vanilla,1,3,0,6073
15,Peter,Maynard,158.79,Germany,Strawberry,0,4,0,6747
16,Dorothy,Campbell,153.0,UK,Vanilla,0,1,0,7313
17,Edgar,Shannon,166.59,Denmark,Stracciatella,1,1,1,7438
18,Marie,Moyer,165.2,Finland,Vanilla,1,1,0,10963
19,Monique,Proctor,187.66,Canada,Chocolate,0,3,0,10395
20,Katherine,Mcgee,171.79,Canada,Mint,0,2,1,6150
21,Heidi,Navarro,170.42,China,Mint,0,4,0,7044
22,Jack,Brock,175.02,Finland,Vanilla,1,3,0,8058
23,Brenda,Hess,162.46,Finland,Strawberry,1,3,0,5729
24,Katherine,Winters,155.48,UK,Strawberry,0,1,0,7433
25,Bryce,Meadows,170.11,Japan,Strawberry,0,2,0,7372
26,Sharon,Tanner,174.79,Finland,Stracciatella,1,5,1,6499
27,Shawn,Mccoy,165.01,Denmark,Mint,0,0,0,18133
28,Kathleen,Wagner,171.34,Finland,Chocolate,0,0,0,8059
29,Janet,Chan,155.0,UK,Stracciatella,0,0,0,8090
30,Karen,Campbell,170.35,Australia,Vanilla,0,1,0,1583
31,Tommy,Allison,157.15,Australia,Vanilla,0,4,0,5694
32,Harry,Howell,168.76,Denmark,Stracciatella,0,1,0,8079
33,Janice,Hebert,174.79,Finland,Vanilla,0,3,0,8438
34,Carolyn,Lee,163.57,Australia,Stracciatella,0,0,0,14154
35,Bryan,Cruz,176.53,Brazil,Stracciatella,0,2,0,10024
36,Jamie,Rios,181.6,Finland,Stracciatella,0,4,0,8815
37,Ellen,Chavez,162.82,Australia,Stracciatella,0,1,0,1000
38,John,Beltran,161.65,Finland,Stracciatella,1,5,0,8989
39,Tiffany,Hardin,180.73,Finland,Mint,1,0,1,10527
40,Bryce,Dillon,149.9,Japan,Strawberry,1,1,0,10350
41,Monica,Dillon,195.07,Japan,Mint,0,1,0,4477
42,Arthur,Whitney,145.04,Germany,Strawberry,1,1,0,2560
43,Hector,Berger,171.33,Brazil,Strawberry,0,3,0,10335
44,Anthony,Lowe,160.96,Denmark,Stracciatella,0,6,1,12216
