,First Name,Last Name,Height,Nationality,Favorite Icecream,Like Liquorice,Times Been to Italy,First Time London,Steps per Day
0,Cassie,Reyes,179.19,Italy,Strawberry,0,9,1,6082.0
1,Manuel,Zamora,193.36,Sweden,Stracciatella,1,0,1,15940.0
2,Amy,Myers,165.28,Finland,Stracciatella,1,8,1,11301.0
3,Jonathon,Wise,137.38,Norway,Mint,0,1,0,11510.0
4,Jillian,Ball,202.44,Italy,Chocolate,1,8,1,16374.0
5,Raymond,Hubbard,159.35,Canada,Chocolate,1,8,1,1264.0
6,Doris,Dawson,139.96,Finland,Chocolate,1,1,1,15120.0
7,Karina,Hamilton,181.51,Japan,Strawberry,0,8,1,11280.0
8,Stephanie,Werner,139.5,Denmark,Stracciatella,1,9,1,8759.0
9,Ethan,Hayes,194.86,Canada,Stracciatella,1,1,0,16632.0
10,Jeffrey,Gallagher,187.96,Norway,Pistachio,0,1,0,2333.0
11,Natalie,Wiggins,194.4,Denmark,Stracciatella,1,0,1,10388.0
12,Christian,Jarvis,143.15,France,Mint,0,1,0,4032.0
13,Jack,Bruce,140.47,USA,Stracciatella,1,8,1,7291.0
14,Tony,Dodson,141.59,Denmark,Strawberry,1,9,0,8952.0
15,Gilbert,Lawson,149.08,France,Pistachio,1,9,0,15974.0
16,Hailey,Pineda,207.13,Denmark,Strawberry,1,2,0,18211.0
17,Matthew,Little,144.62,Finland,Mint,0,8,0,9875.0
18,Stacey,Buckley,150.18,France,Strawberry,1,8,1,13853.0
19,Craig,Arnold,202.98,Norway,Vanilla,0,1,0,12925.0
20,Tammy,Spencer,179.87,Australia,Strawberry,0,0,1,18880.0
21,Margaret,Duke,202.15,Sweden,Strawberry,0,9,1,10693.0
22,Denise,Mullins,135.21,France,Strawberry,1,0,0,16703.0
23,Tracy,Aguilar,180.41,China,Pistachio,0,1,0,4695.0
24,Bryan,Carrillo,147.74,Denmark,Pistachio,0,1,0,5501.0
25,Olivia,Paul,159.19,Italy,Strawberry,1,1,1,6057.0
26,Travis,Ritter,142.43,Germany,Strawberry,1,0,0,18693.0
27,Candice,Brown,196.01,Italy,Pistachio,1,1,1,17597.0
28,Laura,Chandler,194.17,UK,Pistachio,1,1,1,6964.0
29,Nathaniel,Wright,138.97,France,Pistachio,1,9,0,6036.0
30,Audrey,Avila,133.98,Brazil,Mint,0,1,0,16173.0
31,Alexa,Guzman,178.57,UK,Stracciatella,1,1,1,11178.0
32,Natasha,Neal,192.32,Brazil,Stracciatella,1,6,1,5080.0
33,Carla,Carter,159.54,Finland,Strawberry,1,1,1,17322.0
34,John,Avila,202.05,Canada,Strawberry,0,4,1,16919.0
35,Kenneth,Leonard,200.67,Finland,Strawberry,0,4,1,13701.0
36,Tiffany,Bell,207.49,USA,Pistachio,1,0,0,4058.0
37,Kayla,Bean,152.83,USA,Mint,0,6,0,5687.0
38,Jorge,Silva,161.82,Italy,Chocolate,1,6,1,18922.0
39,Sharon,Cain,133.82,Sweden,Mint,0,6,0,2502.0
40,Anita,Arias,181.01,China,Strawberry,0,4,1,8837.0
41,Breanna,Jordan,140.04,Denmark,Stracciatella,1,6,1,12122.0
42,Nicholas,Joseph,179.01,Brazil,Stracciatella,1,6,1,5062.0
43,Samuel,Mercer,189.32,USA,Stracciatella,1,0,1,18553.0
44,Rita,Riley,190.58,Italy,Stracciatella,1,0,0,14480.0
45,Michele,Jacobson,134.13,Sweden,Mint,0,1,0,10889.0
46,Brittany,Jenkins,180.79,Sweden,Stracciatella,1,6,1,14523.0
47,Brianna,Armstrong,137.81,Norway,Stracciatella,1,8,1,17426.0
48,Chelsea,Sosa,166.91,USA,Strawberry,0,0,1,5673.0
49,Shannon,Kirby,207.5,Australia,Strawberry,0,0,1,16964.0
50,Kylie,Manning,141.26,Australia,Strawberry,0,4,1,6101.0
51,Briana,Hoffman,137.15,Finland,Pistachio,1,2,0,14445.0
52,Mitchell,Bryan,163.46,Finland,Stracciatella,1,1,1,10481.0
53,Shelia,Burgess,165.02,Denmark,Stracciatella,1,1,1,7980.0
54,Heather,Trevino,140.21,USA,Stracciatella,1,9,0,17932.0
55,Miranda,Perry,140.78,France,Stracciatella,1,1,1,5032.0
56,Spencer,Wyatt,136.22,Canada,Strawberry,1,8,1,8158.0
57,Brett,Hendrix,140.32,Norway,Pistachio,1,1,0,17572.0
58,Darren,Jenkins,134.68,Brazil,Mint,0,1,0,13111.0
59,Annette,Hunt,142.62,Finland,Strawberry,0,4,1,16228.0
