,First Name,Last Name,Height,Nationality,Favorite Icecream,Like Liquorice,Times Been to Italy,First Time London,Steps per Day
0,Miguel,Holmes,180.49,Germany,Pistachio,1,4,0,4876
1,Joel,Graham,142.94,France,Chocolate,0,0,1,5075
2,Catherine,Fletcher,182.71,Japan,Chocolate,0,3,1,8759
3,Teresa,Levy,155.37,Japan,Vanilla,0,2,0,10031
4,Bobby,Wolf,160.18,Canada,Strawberry,0,2,0,5931
5,Sandra,Wade,172.15,Sweden,Pistachio,0,0,0,9062
6,Catherine,Walter,167.1,Sweden,Mint,0,1,0,6233
7,Ian,Yoder,185.88,Denmark,Chocolate,0,3,0,6359
8,Jackie,Burgess,168.79,USA,Chocolate,1,2,0,4609
9,Roger,Boyle,182.52,Norway,Pistachio,0,1,0,10530
10,Steve,Deleon,172.6,UK,Chocolate,1,2,1,13307
11,Alison,Cox,180.04,Canada,Mint,0,8,0,5758
12,Marilyn,Bean,179.41,France,Strawberry,0,0,0,7024
13,Jacqueline,Cox,178.06,Australia,Stracciatella,0,1,0,8254
14,Paul,Dawson,168.44,Sweden,Vanilla,0,6,0,11422
15,Victoria,Tucker,159.96,Japan,Mint,1,2,1,8544
16,Chad,Owens,169.59,Norway,Pistachio,0,1,1,5863
17,Robert,Howell,176.7,Denmark,Chocolate,0,3,0,6416
18,Jacob,Melton,205.14,Sweden,Strawberry,0,2,0,8565
19,Heidi,Warren,153.54,China,Strawberry,0,0,0,9803
20,Alan,Macdonald,166.39,Sweden,Pistachio,1,0,1,7342
21,Harry,Ortega,161.98,Japan,Mint,0,1,1,9784
22,Kristopher,Murphy,181.89,Denmark,Chocolate,0,0,1,11422
23,Claudia,Rodriguez,158.61,Australia,Strawberry,0,0,0,9302
24,Steve,Cummings,160.68,China,Stracciatella,0,0,1,5619
25,Theresa,Cox,168.79,Norway,Pistachio,1,0,1,9548
26,Hector,Tanner,179.96,Australia,Stracciatella,0,2,0,10195
27,Maria,Tucker,159.57,Denmark,Vanilla,0,1,0,9784
28,Anthony,Bryant,183.17,Denmark,Chocolate,0,3,1,6025
29,Alicia,Garner,180.21,Australia,Mint,1,1,0,4461
30,Beth,Howell,180.0,Finland,Stracciatella,0,0,1,6270
31,Anthony,Young,185.7,Sweden,Strawberry,0,0,0,6619
32,Haley,Thompson,168.32,Italy,Chocolate,0,0,0,8536
33,Madison,Richardson,153.97,Japan,Mint,0,0,0,3146
34,Clinton,Jacobs,152.43,Canada,Strawberry,1,0,0,3884
35,John,Melendez,142.94,Australia,Mint,1,6,1,6289
36,Clinton,Stout,172.37,USA,Vanilla,0,2,1,4226
37,Bridget,Hays,187.13,Sweden,Pistachio,0,1,0,8419
38,Alexandra,Weber,172.5,Brazil,Chocolate,1,0,0,2518
39,Jonathon,Ellis,170.12,Denmark,Vanilla,0,4,0,7284
40,Ronnie,Jefferson,176.18,Brazil,Pistachio,1,4,0,6368
41,Tommy,Herrera,177.7,Finland,Strawberry,0,1,1,6315
42,Maria,Phillips,153.97,Denmark,Stracciatella,1,0,1,9253
43,Bobby,Poole,171.67,Japan,Pistachio,1,0,0,8278
44,Diane,Cummings,174.19,Norway,Strawberry,1,1,0,8278
45,Melanie,Copeland,155.48,Sweden,Strawberry,0,0,0,5399
46,Alicia,Wagner,181.45,Denmark,Mint,0,0,0,6228
47,Steve,Vega,156.75,France,Strawberry,1,3,0,7164
48,Theresa,Mckenzie,157.47,Australia,Strawberry,0,1,0,11531
49,Tim,Johnston,164.49,Japan,Stracciatella,0,1,0,5361
50,Darren,Johnston,169.05,Sweden,Pistachio,1,1,0,9284
51,Robert,Henry,168.63,China,Vanilla,0,8,1,3659
52,Mark,Herring,170.02,Brazil,Vanilla,0,2,0,2755
53,Jimmy,Bradley,161.13,Brazil,Stracciatella,1,0,0,10775
54,Kristie,Arnold,169.74,Denmark,Strawberry,1,2,1,5747
55,Francisco,Levy,184.61,France,Vanilla,0,0,0,9286
56,Hannah,Lara,174.19,Finland,Strawberry,1,2,0,13097
57,Kyle,Mora,160.8,Canada,Chocolate,0,0,0,5709
58,Lee,Patton,156.93,Italy,Mint,1,0,0,12822
59,Nathaniel,Mora,177.61,Canada,Pistachio,0,8,1,8570
60,Alexandra,Thompson,187.05,Brazil,Pistachio,0,0,0,8961
61,Alexandra,Guzman,158.37,France,Chocolate,0,4,1,5452
62,Gary,Love,150.28,Brazil,Pistachio,0,3,0,13097
63,Catherine,Boyle,182.17,France,Mint,0,1,0,6262
64,Bridget,Fletcher,185.19,UK,Stracciatella,1,3,0,1454
65,Maria,Jefferson,180.21,Brazil,Pistachio,0,0,0,7776
66,Logan,Bean,184.63,Norway,Chocolate,1,1,1,17890
67,Eric,Newton,173.56,Denmark,Vanilla,0,0,0,8802
68,Mckenzie,Leon,150.78,Sweden,Chocolate,1,3,0,11277
69,Gene,Carrillo,161.82,Brazil,Vanilla,0,0,0,6620
70,Leah,Mercado,185.61,Brazil,Chocolate,0,0,1,8220
71,Haley,Walls,165.32,France,Pistachio,0,4,0,7024
72,Mitchell,Hancock,160.51,Canada,Stracciatella,0,2,0,4332
73,Martha,Payne,159.81,Norway,Chocolate,0,4,0,5545
74,Melissa,Garner,176.71,Japan,Vanilla,0,0,1,7342
75,Cody,Christian,161.43,Norway,Pistachio,0,0,1,8915
76,Robert,Bradford,175.79,Canada,Chocolate,1,0,0,1768
77,Melanie,Keith,177.7,Japan,Mint,1,1,0,11288
78,Holly,Howell,155.62,Norway,Mint,0,1,1,6283
79,Carla,Medina,174.47,Brazil,Mint,1,4,1,6974
80,Tina,Howard,145.5,France,Vanilla,1,1,0,6289
81,Isabella,Holmes,159.57,Australia,Pistachio,0,1,1,2755
82,Maria,Carpenter,177.7,Japan,Pistachio,0,0,1,9726
83,Scott,Benson,162.08,Sweden,Mint,0,2,1,10178
84,Jillian,Dawson,172.63,France,Stracciatella,0,0,0,8673
85,Kiara,Copeland,182.71,Norway,Vanilla,1,1,0,7087
86,Benjamin,Shaffer,164.49,China,Chocolate,0,0,0,8220
87,Pamela,Wolf,175.19,Brazil,Pistachio,1,0,0,11572
88,Alexis,Myers,162.92,France,Mint,0,1,1,9434
89,Ashlee,Prince,169.61,Brazil,Mint,0,3,0,10990
90,Hector,Graham,152.43,Sweden,Mint,1,3,0,2442
91,Henry,Rose,164.49,Japan,Chocolate,0,1,0,7619
92,Ashley,Melton,168.16,Canada,Chocolate,0,1,0,9661
93,Tim,Lara,183.65,Sweden,Pistachio,0,4,1,4415
94,Gary,Lawrence,182.24,Finland,Chocolate,0,6,0,7740
95,Beth,Munoz,186.72,Japan,Strawberry,0,0,0,5758
96,Ronnie,Khan,168.05,Japan,Stracciatella,1,2,0,4042
97,Danielle,Johnson,156.93,Denmark,Pistachio,0,2,0,5576
98,Jillian,Peterson,156.64,Denmark,Mint,0,3,0,10751
99,Darren,Briggs,181.66,Finland,Pistachio,0,1,0,7164
100,Miguel,Lewis,178.45,Norway,Pistachio,0,1,0,10074
101,Darren,Herring,170.86,Italy,Chocolate,0,4,1,5709
102,Marilyn,Perry,161.82,UK,Vanilla,1,1,0,5643
103,Nathaniel,Chen,178.06,Denmark,Vanilla,1,0,0,6022
104,Madison,Murray,175.92,Brazil,Stracciatella,1,0,1,5103
105,Kristopher,Pugh,155.74,China,Pistachio,0,0,0,10283
106,Victoria,Benson,170.92,France,Chocolate,0,1,0,9198
107,Zoe,Arias,183.94,Italy,Chocolate,1,0,0,7771
108,Eric,Johns,164.93,Italy,Stracciatella,0,1,1,12419
109,Joshua,Boyle,192.75,Sweden,Mint,0,0,1,9246
110,Melissa,Villa,168.52,Denmark,Pistachio,0,3,1,8953
111,Benjamin,Bean,183.26,Sweden,Chocolate,1,0,0,8167
112,Danielle,Watson,181.53,Denmark,Strawberry,1,0,0,4978
113,Martha,Tanner,180.21,Denmark,Chocolate,0,1,0,3653
114,Victoria,James,168.36,Japan,Strawberry,1,3,0,5545
115,Jonathon,Arias,177.94,Finland,Chocolate,0,0,0,11002
116,Kristopher,Warren,182.71,Denmark,Strawberry,1,0,0,13680
