,First Name,Last Name,Height,Nationality,Favorite Icecream,Like Liquorice,Times Been to Italy,First Time London,Steps per Day
0,Samuel,Cohen,154.11,Japan,Pistachio,0,0,0,7432
1,Caroline,Chaney,170.85,France,Pistachio,0,2,0,6469
2,Brittany,Neal,161.82,Japan,Pistachio,0,3,0,4167
3,Stefanie,Shannon,166.64,Sweden,Vanilla,0,6,0,8385
4,Francisco,Bird,163.02,Japan,Mint,1,2,1,12362
5,Annette,Clements,149.47,Japan,Strawberry,0,2,1,6043
6,Philip,Flynn,184.95,Japan,Vanilla,0,6,1,10531
7,Kyle,Olson,166.11,UK,Pistachio,0,1,0,5552
8,Cindy,Hutchinson,171.23,Japan,Mint,0,0,0,4562
9,Susan,Lynch,149.94,Brazil,Vanilla,0,2,1,12649
10,Norma,Barton,153.99,Japan,Pistachio,0,2,0,6412
11,Alfred,Davila,175.97,Japan,Strawberry,0,6,0,8678
12,Jessica,Cohen,172.38,Australia,Vanilla,0,1,1,6998
13,Bryce,Adams,170.33,Sweden,Vanilla,0,6,1,8385
14,Melvin,Mitchell,149.69,Japan,Pistachio,0,0,0,9690
15,Kelsey,Serrano,170.97,Sweden,Mint,0,1,0,6210
16,Alfred,Zimmerman,164.28,Brazil,Mint,0,2,0,4260
17,Aimee,Contreras,173.79,Japan,Vanilla,0,3,1,12429
18,Clinton,David,171.23,France,Strawberry,0,2,0,5490
19,Suzanne,Richardson,145.04,Japan,Strawberry,0,1,0,11266
20,Alex,Pena,165.52,Japan,Vanilla,1,2,1,4731
21,Caroline,Zimmerman,154.21,Canada,Pistachio,1,0,0,10815
22,Christopher,Reyes,168.15,Japan,Stracciatella,0,0,0,3553
23,Leslie,Joseph,170.34,Canada,Mint,0,2,1,9124
24,Jason,Strickland,152.96,Canada,Pistachio,0,1,0,11823
25,Heather,Hutchinson,189.82,France,Chocolate,0,0,0,6074
26,Caroline,Esparza,180.57,Japan,Vanilla,0,2,0,7489
27,Steve,Richardson,154.94,Japan,Mint,1,6,0,5007
28,Olivia,Lewis,165.51,Denmark,Pistachio,0,7,1,8731
29,Ian,Contreras,160.05,Japan,Stracciatella,0,6,1,12649
30,Margaret,Dorsey,184.34,Australia,Pistachio,1,6,1,4150
31,Allison,Peters,155.59,Japan,Pistachio,0,1,0,9369
32,Dennis,Ward,165.96,Brazil,Stracciatella,0,1,1,6196
33,Carl,Adams,170.02,Australia,Vanilla,0,2,1,9340
34,Bethany,Deleon,162.46,Japan,Vanilla,0,1,0,9256
35,Derek,Luna,169.02,Brazil,Strawberry,0,0,0,4369
36,Todd,Stevens,154.11,UK,Mint,0,2,0,12518
37,Joel,Ortiz,167.85,Sweden,Stracciatella,0,0,0,2316
38,John,Curtis,165.51,Japan,Chocolate,0,1,0,9217
39,Mark,Walton,162.56,Australia,Pistachio,0,2,0,6307
40,Brandi,Everett,165.3,Australia,Mint,0,1,1,5450
41,Carol,Lee,180.57,Japan,Strawberry,1,2,1,3043
42,Carla,Schneider,171.23,Brazil,Stracciatella,0,1,0,9256
43,Jack,Peck,182.91,UK,Pistachio,0,2,0,7134
44,Carol,Gill,185.56,Japan,Chocolate,0,1,1,7391
45,Gary,Serrano,160.96,Canada,Chocolate,0,1,1,7391
46,Melvin,Holmes,161.78,Japan,Vanilla,0,4,0,6896
47,George,Long,173.28,France,Pistachio,0,1,0,9124
48,Jon,Hawkins,160.0,Brazil,Chocolate,0,2,0,8297
49,Jasmine,Taylor,180.46,Denmark,Mint,0,2,0,14734
50,Juan,Wise,175.25,France,Pistachio,0,4,1,8298
51,Alfred,Adams,170.18,Japan,Pistachio,0,1,0,1938
52,Yvette,Fuentes,174.15,Australia,Chocolate,0,1,0,6394
53,Holly,Craig,166.84,Japan,Pistachio,0,1,0,12090
54,Cindy,Sandoval,171.34,France,Mint,0,1,0,10815
55,Emily,Watkins,156.63,Canada,Mint,0,2,1,9676
56,Francisco,Mora,185.39,Japan,Pistachio,0,0,0,12672
57,Stanley,Patel,172.97,Norway,Mint,0,0,1,4606
58,Cody,Ramos,148.47,Brazil,Pistachio,0,6,1,6976
59,Kylie,Hubbard,162.46,Brazil,Pistachio,0,0,0,5450
60,Jamie,Calhoun,158.08,Brazil,Pistachio,0,1,1,11250
61,Joann,Taylor,172.94,Sweden,Stracciatella,0,0,0,10462
62,Christine,Deleon,176.91,Canada,Mint,1,1,0,8290
63,Karen,Booth,155.59,Canada,Mint,0,0,1,10655
64,Isaac,Calhoun,181.9,Canada,Strawberry,0,0,0,14557
65,Noah,Reid,162.87,Canada,Vanilla,0,6,0,8678
66,Robin,Barton,168.91,Japan,Chocolate,1,2,1,6007
67,Craig,Hamilton,151.25,Norway,Pistachio,0,6,1,4406
68,Derek,Duran,180.71,Japan,Vanilla,0,2,0,9854
69,Courtney,Hess,173.8,France,Pistachio,0,2,0,10815
70,Stefanie,Flynn,173.24,UK,Mint,0,2,0,5490
71,Nicholas,Fernandez,162.46,Japan,Strawberry,0,0,0,7320
72,Megan,Meyers,155.79,Sweden,Mint,0,6,0,11845
73,Derek,Peters,175.75,UK,Chocolate,0,3,0,13672
74,Toni,Walton,163.33,Brazil,Stracciatella,0,2,0,7432
75,Stanley,Coleman,152.77,Brazil,Vanilla,0,4,1,10306
76,Jack,Harding,172.02,Japan,Chocolate,0,1,1,1892
77,Bethany,Mora,182.89,France,Pistachio,0,6,1,10155
78,Alfred,Holt,172.08,Australia,Stracciatella,0,6,0,1892
79,Aimee,Cervantes,170.02,Japan,Chocolate,0,7,1,9177
80,Sean,Mora,174.59,Brazil,Mint,0,1,1,4479
81,Hector,Ho,156.63,France,Pistachio,0,3,0,8851
82,Olivia,Lucas,180.57,Japan,Chocolate,0,0,0,5070
83,Courtney,George,165.3,Brazil,Vanilla,0,0,1,10306
84,Joe,Greer,169.16,Japan,Pistachio,0,0,0,9531
85,Vicki,Mccann,185.45,UK,Stracciatella,0,6,0,8767
86,Jonathan,Brown,162.82,Norway,Mint,1,6,0,8385
