,First Name,Last Name,Height,Nationality,Favorite Icecream,Like Liquorice,Times Been to Italy,First Time London,Steps per Day
0,Amber,Davis,189.96,Australia,Mint,1,1,1,10669.0
1,Adrian,Curtis,199.94,Denmark,Chocolate,1,1,1,6133.0
2,Glenda,Keith,190.18,Italy,Mint,0,2,0,5055.0
3,Cheryl,Cohen,158.89,France,Stracciatella,0,4,1,17571.0
4,Carmen,Fischer,169.01,Italy,Vanilla,1,3,1,6980.0
5,Erik,Keller,199.69,Brazil,Mint,1,6,1,1301.0
6,Cheryl,Reid,136.62,Sweden,Chocolate,0,2,1,3454.0
7,Leah,Riggs,136.73,UK,Chocolate,1,7,0,12145.0
8,Dana,Perez,187.74,China,Strawberry,1,3,0,11502.0
9,Joann,Barry,187.13,UK,Stracciatella,0,0,1,10669.0
10,Frederick,Houston,156.91,UK,Pistachio,1,4,0,3535.0
11,Caleb,Bradley,162.27,UK,Pistachio,1,6,0,2654.0
12,Kelsey,Ellison,193.0,Germany,Pistachio,0,2,0,8163.0
13,Brittany,Reed,150.46,Sweden,Chocolate,1,2,0,3213.0
14,Corey,Lowe,153.97,Brazil,Mint,0,2,0,3322.0
15,Ann,Patel,178.48,Brazil,Vanilla,0,7,0,17472.0
16,Anita,Townsend,188.34,Brazil,Chocolate,0,3,0,11089.0
17,Scott,Kelley,185.98,France,Chocolate,1,5,1,8825.0
18,Alexander,Mccoy,195.93,USA,Mint,1,4,1,14201.0
19,Frank,Rich,192.7,Sweden,Pistachio,0,4,0,1836.0
20,Anna,Hendrix,155.59,Canada,Stracciatella,1,2,0,7757.0
21,Olivia,Gonzales,181.94,USA,Vanilla,1,4,0,13606.0
22,Dennis,Ortega,186.5,Australia,Vanilla,0,1,0,1676.0
23,Danielle,Avila,163.87,Italy,Pistachio,0,1,0,15020.0
24,Norma,Oneill,179.25,Denmark,Mint,0,0,0,15644.0
25,Whitney,Miles,186.8,Japan,Stracciatella,1,5,1,17431.0
26,Priscilla,Macias,165.36,France,Pistachio,0,4,0,10870.0
27,Holly,Clements,153.02,Denmark,Mint,0,4,1,4324.0
28,Claudia,Ware,150.62,Brazil,Chocolate,0,5,0,11384.0
29,Lori,Dunn,187.91,Denmark,Mint,0,7,0,12561.0
30,Charles,Howell,140.91,Italy,Stracciatella,1,6,0,16490.0
31,Janet,Barry,160.08,Germany,Stracciatella,1,4,0,12622.0
32,Victor,Friedman,176.34,USA,Stracciatella,0,0,1,5435.0
33,Joann,Wilkins,165.19,Finland,Pistachio,1,2,0,13694.0
34,Miranda,Munoz,177.07,Australia,Pistachio,0,6,1,6124.0
35,Tom,Quinn,136.61,Brazil,Stracciatella,0,1,1,14022.0
36,Heather,Davenport,163.52,Finland,Strawberry,1,1,1,2157.0
37,Dana,Rasmussen,146.92,UK,Strawberry,0,1,1,11363.0
38,Danielle,Rojas,152.56,Italy,Strawberry,1,3,0,8625.0
39,Caroline,Velez,162.5,Australia,Vanilla,1,4,1,17406.0
40,Autumn,Wood,169.39,China,Vanilla,1,0,0,6360.0
41,Glenda,Bond,183.79,Canada,Stracciatella,0,4,1,12915.0
42,Michelle,Myers,190.64,Norway,Pistachio,1,0,0,14085.0
43,Allen,Wong,165.04,Denmark,Pistachio,0,0,0,1309.0
44,George,Martin,158.8,France,Strawberry,0,7,1,9322.0
45,Frederick,Lloyd,160.66,Japan,Mint,1,7,1,5193.0
46,Cameron,Barrett,176.97,Australia,Pistachio,1,1,0,16155.0
47,Christopher,Lang,180.23,Finland,Mint,1,1,1,2928.0
48,Marie,Young,155.03,Canada,Vanilla,1,7,0,7003.0
49,Hannah,Butler,173.82,Germany,Pistachio,0,2,0,1049.0
50,Mark,Wilkins,191.5,Japan,Pistachio,1,2,0,13312.0
51,Isaac,Cline,163.54,Brazil,Chocolate,0,5,0,5673.0
52,Joseph,Mccann,199.7,France,Strawberry,0,6,0,9224.0
53,Kristy,Morgan,153.19,Finland,Pistachio,0,0,0,13194.0
54,Courtney,Arellano,139.44,USA,Mint,0,1,1,12067.0
55,Johnny,Faulkner,190.68,Australia,Strawberry,1,6,1,10693.0
56,Kristy,Singh,157.71,UK,Stracciatella,0,1,1,6240.0
57,Olivia,Huerta,141.02,Finland,Strawberry,0,6,0,16132.0
58,Gary,Wilson,175.81,Italy,Pistachio,0,5,0,2501.0
59,Daniel,Ware,184.69,China,Chocolate,1,3,0,5160.0
60,Jane,Mcdaniel,181.33,UK,Stracciatella,0,0,0,2618.0
61,Francis,Alvarez,140.33,Denmark,Vanilla,1,7,0,4642.0
62,Glenda,Melton,195.25,USA,Vanilla,1,7,1,2773.0
63,Miranda,James,143.58,Japan,Mint,0,5,0,10664.0
64,Jay,Avila,186.61,Japan,Strawberry,1,3,1,17079.0
65,Tyler,Baker,161.18,Italy,Pistachio,0,5,0,7717.0
66,Edgar,Mitchell,199.77,Brazil,Pistachio,0,0,1,16943.0
67,Adam,Melton,170.25,Finland,Pistachio,0,0,0,13058.0
68,Curtis,Carlson,145.55,Australia,Vanilla,1,4,0,9756.0
69,Norma,Gilmore,140.95,Japan,Mint,1,1,0,17409.0
70,Shannon,James,200.53,Brazil,Vanilla,0,0,0,13559.0
71,Adrian,Burton,190.85,Australia,Chocolate,0,5,0,16199.0
