,First Name,Last Name,Height,Nationality,Favorite Icecream,Like Liquorice,Times Been to Italy,First Time London,Steps per Day
0,Anna,Keller,170.46,Italy,Chocolate,0,0,0,9057
1,Cathy,Rosales,171.95,Denmark,Stracciatella,1,0,0,12895
2,Louis,Byrd,152.01,Sweden,Stracciatella,1,1,0,12756
3,Angela,Salazar,160.51,Denmark,Mint,1,2,0,8700
4,Gene,Trevino,171.82,Australia,Mint,0,2,0,12756
5,Collin,Saunders,164.93,Brazil,Mint,0,7,1,2755
6,Terri,Bridges,181.8,Italy,Strawberry,1,1,0,9200
7,Alexandra,Ruiz,183.0,Italy,Strawberry,0,9,0,1093
8,Kristen,Saunders,173.2,Canada,Strawberry,0,1,1,8658
9,Tamara,Cobb,155.56,USA,Chocolate,0,5,0,2372
10,Justin,Lowery,167.15,Denmark,Chocolate,1,1,0,5190
11,Makayla,Trevino,172.68,Brazil,Stracciatella,1,1,0,5974
12,Jake,Carter,165.32,USA,Mint,0,2,0,7825
13,Bob,Walter,185.88,Japan,Pistachio,1,0,0,6990
14,Candice,Hogan,179.87,Australia,Stracciatella,0,2,0,4921
15,Shawn,Booth,164.21,Canada,Stracciatella,0,0,0,2846
16,Lee,Cobb,183.94,China,Mint,0,0,1,6291
17,Ashlee,Nash,158.53,Italy,Strawberry,1,7,0,3875
18,Makayla,Williams,171.0,Finland,Mint,0,7,0,8843
19,Makayla,Gaines,167.15,Finland,Strawberry,0,0,1,11322
20,Dennis,Holland,162.15,Italy,Chocolate,0,3,0,9227
21,Haley,Church,162.63,Japan,Chocolate,0,0,0,8700
22,Kara,Dean,155.39,UK,Chocolate,1,5,0,14115
23,Shawn,Santos,164.19,Norway,Pistachio,0,0,0,10828
24,William,Ramsey,168.63,UK,Mint,0,2,0,3728
25,Leah,Cobb,175.98,UK,Strawberry,1,0,0,5841
26,Molly,Mahoney,176.85,France,Pistachio,1,9,0,9601
27,Erik,Wagner,153.1,Germany,Chocolate,0,1,0,8700
28,Michael,Bradshaw,185.8,Sweden,Pistachio,0,7,1,14542
29,Raymond,Brewer,170.27,USA,Pistachio,0,0,0,8883
30,Nicole,Bates,184.46,Italy,Stracciatella,1,2,1,6062
31,Anna,Greene,157.1,USA,Strawberry,0,0,1,5190
32,Louis,Blankenship,176.28,China,Pistachio,0,2,1,5655
33,William,Robles,179.75,France,Strawberry,1,0,0,7632
34,John,Cohen,153.11,Brazil,Chocolate,0,0,0,9789
35,Candice,Allen,165.66,Italy,Chocolate,0,3,0,7612
36,Michelle,Cruz,175.92,Australia,Strawberry,1,1,0,10462
37,Ashlee,Oneal,155.41,Canada,Mint,1,1,0,9253
38,Willie,Brown,152.07,Japan,Vanilla,1,2,0,8278
39,Shawn,Nash,183.24,Japan,Chocolate,1,7,0,4978
40,Thomas,Tucker,185.8,France,Mint,0,1,1,11036
41,Deanna,Chapman,173.96,Finland,Vanilla,0,1,0,3139
42,Annette,Lucas,170.68,UK,Strawberry,1,0,1,9895
43,Marcus,Cobb,182.62,China,Mint,0,0,0,8294
44,Jamie,Ruiz,188.79,Brazil,Vanilla,0,0,1,12453
45,Catherine,Patton,175.33,Brazil,Chocolate,0,5,0,5893
46,Dwayne,Orr,185.8,Australia,Mint,1,7,0,7757
47,Dwayne,Frank,174.29,Brazil,Strawberry,0,7,0,9188
48,Misty,Hebert,176.28,USA,Chocolate,1,7,0,8382
49,Christina,George,184.98,Sweden,Mint,0,2,0,8727
50,Debra,Espinoza,187.96,Brazil,Vanilla,0,0,1,9004
51,Bob,Riley,172.79,Germany,Pistachio,1,1,0,12102
52,Anthony,Schmidt,173.36,Germany,Mint,0,7,0,4601
53,Louis,Walls,164.6,Denmark,Vanilla,1,7,0,3178
54,Terri,Burns,167.18,Denmark,Chocolate,0,0,1,6519
55,Thomas,Booth,175.42,Italy,Mint,0,9,0,5474
56,Roger,Frazier,167.49,France,Vanilla,0,8,0,2463
57,Haley,Cortez,169.69,Brazil,Vanilla,0,1,1,7192
58,Scott,Morrison,165.32,Germany,Strawberry,0,1,1,2363
59,Jared,Salazar,175.81,Denmark,Chocolate,1,7,0,8592
60,Jamie,Oneal,152.52,France,Stracciatella,1,7,1,8780
61,William,Santiago,161.13,China,Mint,0,0,1,5617
62,Candice,Trevino,166.45,Australia,Vanilla,1,1,0,8212
63,Paula,Saunders,183.58,Australia,Pistachio,0,0,1,6990
64,Roger,Russo,161.43,Brazil,Mint,1,2,1,8053
65,Angelica,Madden,168.06,Denmark,Mint,0,1,0,12200
66,Vernon,Hurley,171.25,Germany,Stracciatella,0,0,1,7509
67,Lee,Mora,164.93,Finland,Vanilla,0,7,1,7135
68,Susan,Walter,155.61,France,Mint,0,0,0,5841
69,Kimberly,Chapman,175.08,Norway,Vanilla,1,0,0,6519
70,Alex,Meza,152.07,Australia,Chocolate,0,2,1,8741
71,Drew,Walter,170.77,UK,Chocolate,1,9,0,5593
72,Troy,Rice,167.52,Denmark,Pistachio,0,0,0,6145
73,Samantha,Fletcher,162.08,Italy,Chocolate,0,1,0,13021
74,Timothy,Floyd,176.28,Italy,Chocolate,0,1,0,6276
75,Amy,Anthony,151.8,Japan,Stracciatella,0,9,1,9284
76,Lauren,Hancock,178.28,Germany,Chocolate,1,2,0,10256
77,Thomas,Nielsen,185.8,Japan,Mint,0,2,0,9616
78,Catherine,Schmitt,178.26,Canada,Strawberry,0,2,0,5190
79,George,Valencia,190.46,China,Vanilla,0,2,0,5307
80,Savannah,Bean,149.7,Canada,Chocolate,1,2,0,9211
81,Shelia,Morrison,143.45,Brazil,Pistachio,0,3,0,7951
82,Kim,Escobar,171.04,Australia,Strawberry,1,0,0,8700
83,Troy,James,171.28,Germany,Chocolate,0,3,1,8382
84,Chris,Hurley,163.98,Germany,Mint,0,7,0,7746
85,Candice,Pham,158.08,China,Stracciatella,0,7,0,4091
86,Isabella,Escobar,161.48,Norway,Stracciatella,1,1,0,3055
87,Candice,Fletcher,171.13,Germany,Stracciatella,0,0,1,11334
88,Charles,Sosa,195.45,Australia,Strawberry,1,5,0,8214
89,Anna,Gaines,152.79,Australia,Strawberry,1,1,0,14400
90,Steven,Robinson,181.84,Japan,Chocolate,0,3,0,13947
91,Zachary,Smith,158.08,Japan,Mint,1,0,0,4091
92,Thomas,Pacheco,175.81,Australia,Stracciatella,0,2,1,8400
93,Christina,Shepard,173.36,Australia,Chocolate,0,7,1,11283
94,Renee,Erickson,169.56,UK,Strawberry,0,0,0,8890
95,Haley,Alvarez,165.15,Italy,Stracciatella,1,2,1,7867
96,Nicole,Copeland,170.12,UK,Stracciatella,0,5,1,8369
97,Zachary,Wade,168.12,Japan,Chocolate,0,2,0,6075
98,Kimberly,Holland,173.0,France,Chocolate,0,2,0,5698
99,Michelle,Lucas,167.89,USA,Stracciatella,1,2,1,7413
100,Candice,Irwin,183.69,China,Pistachio,0,2,0,5722
101,Hayden,White,145.5,Norway,Vanilla,0,5,1,8780
102,Catherine,Ortega,152.07,USA,Strawberry,0,2,0,5541
103,Kim,Fisher,181.8,Norway,Chocolate,0,3,1,6534
104,Shawn,Parker,177.7,Germany,Stracciatella,0,1,0,7192
105,Lindsey,Morales,176.82,Sweden,Stracciatella,1,2,0,6434
106,Chad,Frazier,177.16,Australia,Pistachio,1,0,1,12139
107,Molly,Murray,179.46,Norway,Strawberry,1,8,1,5814
108,Gordon,Wagner,173.2,China,Pistachio,1,1,0,16627
109,Sarah,Walters,155.14,Norway,Stracciatella,0,5,0,12200
110,Vernon,Jacobson,159.9,Sweden,Chocolate,1,2,1,9128
111,Michelle,Schmidt,185.88,Finland,Pistachio,0,0,0,2423
112,Gary,Cruz,179.16,Italy,Pistachio,0,0,1,15540
113,Deborah,Johnson,183.64,Sweden,Chocolate,1,0,0,13689
114,Manuel,Turner,157.17,Australia,Pistachio,0,0,0,7449
115,Spencer,Lowery,164.51,Italy,Pistachio,0,1,0,9803
116,Shawn,Santiago,173.34,UK,Chocolate,0,1,1,9700
117,Lisa,Williams,160.28,Sweden,Stracciatella,1,1,0,3564
118,Shelia,Pena,166.95,USA,Mint,1,1,0,11572
119,Hayden,Copeland,156.88,Finland,Mint,0,2,0,10828
120,Jeanne,Schmitt,154.53,Brazil,Vanilla,0,0,1,10446
121,Lisa,Glenn,170.27,Norway,Stracciatella,1,8,0,9895
122,Kara,Gill,154.74,Australia,Chocolate,1,1,0,13947
123,Billy,Martin,165.21,Brazil,Strawberry,1,7,0,16111
124,Anna,Turner,168.56,Sweden,Stracciatella,0,1,0,8135
125,Ronnie,Walters,169.64,Sweden,Chocolate,1,0,0,10828
126,Kara,Camacho,174.77,UK,Pistachio,0,2,0,5152
127,Randall,Ruiz,178.3,Canada,Chocolate,0,0,0,10645
128,Makayla,Morris,175.92,Italy,Strawberry,1,0,0,11269
129,Leah,Hurst,153.1,Japan,Mint,0,5,1,5190
130,Lisa,Ochoa,152.07,Brazil,Stracciatella,0,0,0,12097
131,Rachael,Mccoy,158.63,Norway,Pistachio,0,2,1,9500
132,Michelle,Deleon,181.83,Norway,Pistachio,0,5,0,6075
133,Steven,Frank,184.61,UK,Vanilla,0,5,0,9187
134,Susan,Eaton,178.26,France,Strawberry,1,0,0,7007
135,Gordon,Greene,157.17,France,Strawberry,0,1,1,1373
136,Michelle,Smith,185.88,USA,Strawberry,0,2,1,3963
137,Haley,Copeland,155.61,UK,Mint,0,0,1,9295
138,Thomas,Rose,186.82,Australia,Pistachio,1,8,1,8700
139,Alexandra,Rose,168.54,Germany,Pistachio,1,1,0,12085
140,Mitchell,Norris,185.88,Italy,Pistachio,0,1,0,7825
141,Alicia,Russo,169.07,Germany,Vanilla,0,3,0,9761
142,Barbara,Oneal,151.23,Brazil,Vanilla,0,1,0,8294
143,Savannah,Hardin,150.8,Japan,Mint,0,1,0,7680
144,Nicole,Morales,165.37,China,Vanilla,0,1,0,8756
145,Allison,Bridges,168.85,Denmark,Mint,1,8,0,5974
146,Hayden,Hurst,188.79,Norway,Stracciatella,1,1,0,6870
147,Barbara,Deleon,167.36,Australia,Vanilla,0,7,0,5893
148,Jamie,Smith,181.83,Sweden,Stracciatella,0,2,0,12695
149,Jason,Walters,166.15,France,Mint,0,1,1,14911
150,Vernon,Morales,192.08,Norway,Stracciatella,0,1,0,12215
151,Thomas,Ochoa,171.25,Italy,Chocolate,0,1,1,5841
152,Sheila,Valencia,164.93,France,Vanilla,0,1,0,5841
153,Natasha,Francis,181.8,UK,Pistachio,1,1,0,8430
154,Mason,Morrison,175.33,Germany,Chocolate,1,2,0,12590
155,Todd,Mcclain,166.33,Canada,Vanilla,0,2,0,6943
156,Jamie,Bean,155.74,USA,Mint,1,3,0,6170
157,Joshua,Irwin,166.88,USA,Stracciatella,0,1,0,11502
158,Vernon,Copeland,167.14,Italy,Strawberry,0,1,0,8503
159,Roger,Juarez,165.66,Canada,Strawberry,1,1,0,6025
160,Joshua,Frazier,173.4,UK,Chocolate,1,1,0,8480
161,Brian,Mueller,170.01,UK,Stracciatella,1,0,0,5433
162,Gene,Davidson,158.36,Italy,Stracciatella,0,1,0,2518
163,Kiara,Guzman,184.09,Italy,Strawberry,0,3,1,3381
164,Isabella,Turner,166.15,China,Strawberry,0,0,0,4122
165,Steven,Walls,185.69,Australia,Mint,1,0,0,13091
166,Nina,Strong,177.6,Germany,Vanilla,0,0,0,6968
167,Eric,Gaines,178.73,Australia,Vanilla,0,0,1,11262
