,First Name,Last Name,Height,Nationality,Favorite Icecream,Like Liquorice,Times Been to Italy,First Time London,Steps per Day
0,Linda,Boyd,157.87,USA,Strawberry,0,5,1,7371
1,Lindsay,Sandoval,165.78,China,Pistachio,1,3,0,6202
2,Elizabeth,Gillespie,166.22,Brazil,Pistachio,1,6,0,7106
3,Jim,Duke,180.1,Canada,Strawberry,0,3,1,12732
4,Elizabeth,Murphy,166.92,Australia,Pistachio,0,6,0,4219
5,Jasmine,Vargas,165.24,China,Strawberry,0,5,1,8331
6,Brenda,Keller,165.85,USA,Strawberry,1,6,0,11052
7,Dwayne,Mills,179.42,Australia,Strawberry,0,6,0,6886
8,Adrian,Reese,166.35,Brazil,Strawberry,0,1,1,11673
9,Alfred,Spence,164.95,USA,Stracciatella,0,5,1,7939
10,Tommy,Barrett,163.57,Italy,Strawberry,0,6,1,8753
11,Emily,Joyce,167.05,Australia,Strawberry,0,6,1,6747
12,Cynthia,Lawson,185.05,China,Chocolate,0,5,1,6057
13,Linda,Fuentes,170.05,Australia,Strawberry,0,6,1,6799
14,Brandon,Mcgrath,170.05,Brazil,Chocolate,1,5,1,7003
15,Jeffery,Collins,177.29,China,Chocolate,1,3,0,8042
16,Ryan,Collins,141.61,Australia,Strawberry,1,5,1,4328
17,Dennis,Hayes,164.39,Finland,Strawberry,1,6,1,8298
18,Glenda,Church,178.86,Australia,Pistachio,0,1,0,5198
19,Margaret,Barrett,166.35,Brazil,Strawberry,1,6,1,3966
20,Tracey,Mcdonald,179.35,Australia,Strawberry,0,1,0,5177
21,Chase,Lambert,156.85,Australia,Strawberry,1,6,0,12168
22,Morgan,Brooks,154.77,Australia,Strawberry,0,5,1,7489
23,Jacob,Howe,176.88,China,Chocolate,0,6,1,5783
24,Karla,Deleon,188.81,Australia,Pistachio,0,6,0,3763
25,Jasmine,West,169.99,USA,Pistachio,0,5,1,12340
26,Eric,Holt,173.71,USA,Stracciatella,0,6,0,6475
27,Susan,Choi,169.82,Australia,Stracciatella,1,6,0,8815
28,Neil,Medina,177.82,USA,Pistachio,0,6,0,8896
29,Denise,Holt,160.03,USA,Pistachio,0,5,0,7391
30,Brenda,Sosa,166.59,China,Stracciatella,0,5,1,12374
31,Shelby,Santos,165.85,Brazil,Strawberry,0,5,0,5515
32,Katie,Swanson,168.33,Finland,Pistachio,0,6,1,9531
