,First Name,Last Name,Height,Nationality,Favorite Icecream,Like Liquorice,Times Been to Italy,First Time London,Steps per Day
0,Lynn,Foley,164.55,USA,Mint,0,1,0,8078
1,Diana,Chandler,160.11,Japan,Vanilla,0,0,0,8774
2,Breanna,Houston,175.03,Germany,Mint,0,1,0,10351
3,Maria,Vargas,167.0,Canada,Mint,0,7,1,3352
4,Toni,Sosa,179.53,UK,Mint,0,1,1,6260
5,Krystal,Walsh,164.09,USA,Stracciatella,0,0,0,12156
6,Alexander,Higgins,155.1,Norway,Vanilla,1,1,0,6280
7,James,Riley,166.35,Italy,Mint,0,2,0,5849
8,Travis,Hansen,184.8,Germany,Stracciatella,0,2,0,9595
9,Aimee,Duran,175.41,Finland,Vanilla,1,3,0,3194
10,Chase,Reese,168.03,Canada,Strawberry,1,2,0,9026
11,Priscilla,Ray,165.69,Sweden,Stracciatella,1,1,0,6643
12,David,Taylor,160.67,Sweden,Pistachio,1,5,0,12418
13,Lori,Parker,172.33,France,Vanilla,0,0,0,10298
14,Chase,Brock,158.65,Italy,Strawberry,1,1,0,5286
15,Jennifer,Harrell,178.95,Brazil,Stracciatella,0,1,0,12518
16,Edgar,Gardner,178.24,China,Strawberry,1,0,0,11231
17,Troy,Roberts,158.69,Brazil,Mint,0,2,0,7098
18,Corey,Howard,162.25,Norway,Chocolate,1,1,0,5849
19,Carol,Juarez,163.46,Norway,Strawberry,1,0,0,3033
20,Jesse,Spence,162.88,USA,Chocolate,0,0,0,6978
21,Andrea,Campbell,169.94,Denmark,Vanilla,1,3,1,6375
22,Stanley,Conley,166.4,Italy,Chocolate,1,3,0,9040
23,Wesley,Keller,192.09,Norway,Stracciatella,1,1,0,8954
24,Cynthia,Booth,178.19,Norway,Vanilla,1,1,0,11552
25,Nicholas,Webster,153.19,France,Stracciatella,0,1,0,5876
26,Maria,Newton,172.53,China,Vanilla,0,1,0,8213
27,Lauren,Freeman,154.2,USA,Vanilla,1,2,0,10499
28,Michelle,Benson,167.66,China,Stracciatella,0,1,1,6407
29,Jamie,Contreras,161.6,Norway,Mint,1,0,0,12413
30,Carol,Daniel,154.74,Canada,Pistachio,0,3,1,6641
31,Philip,Robles,168.26,Italy,Pistachio,0,1,0,7834
32,Jorge,Schneider,157.36,Japan,Vanilla,0,0,0,10175
33,Jeremy,Matthews,171.75,Brazil,Strawberry,0,0,0,11170
34,Charles,Alexander,173.09,China,Stracciatella,0,1,1,8355
35,Jim,Roberts,155.59,France,Pistachio,0,1,1,3700
36,Joy,Winters,164.75,China,Chocolate,0,1,0,7822
37,Kimberly,Schneider,162.79,Canada,Chocolate,0,0,0,10443
38,Jasmine,Lamb,143.24,Canada,Pistachio,0,0,0,8212
39,Patrick,Singh,174.63,Italy,Stracciatella,1,3,0,4997
40,Chase,Mckenzie,160.67,Denmark,Strawberry,1,2,0,7809
41,Michael,Ayala,172.3,Canada,Vanilla,1,1,0,7714
42,Hailey,Jacobs,170.7,Finland,Strawberry,1,1,0,2793
43,Dylan,Ramos,167.02,Japan,Strawberry,0,0,0,9640
44,Jay,Nichols,147.37,Italy,Stracciatella,0,1,0,14162
45,Charlene,Keith,154.2,China,Strawberry,0,1,0,4521
46,Katherine,Harrison,169.19,France,Stracciatella,0,0,0,9715
47,William,Carpenter,165.54,Denmark,Vanilla,1,0,0,11686
48,Gina,Hubbard,174.59,Germany,Vanilla,1,1,0,7319
49,Gabriel,Morales,169.43,Japan,Stracciatella,0,1,1,9937
50,Rose,Harrell,180.86,Japan,Mint,0,2,0,11396
51,Gabriel,Navarro,156.18,China,Mint,0,0,0,3609
52,Joshua,Simpson,153.6,Japan,Strawberry,1,0,0,10425
53,Monique,Hunt,155.07,France,Vanilla,0,3,0,10100
54,Lawrence,Riley,178.64,France,Pistachio,0,1,1,2244
55,Chase,Pennington,165.04,Canada,Stracciatella,0,0,1,5223
56,Daniel,Christensen,178.86,Brazil,Pistachio,0,3,1,10335
57,Autumn,Lang,166.4,UK,Strawberry,1,2,1,8998
58,Juan,Mckenzie,171.69,China,Pistachio,0,1,1,2481
59,Brittany,Ramos,163.46,Norway,Vanilla,1,3,0,9257
60,Bruce,Willis,166.22,Australia,Vanilla,0,3,0,9026
61,Matthew,Morris,178.87,Australia,Vanilla,0,0,0,5586
62,Travis,Brock,158.65,Norway,Vanilla,1,0,0,5447
63,Brad,Howard,173.09,Canada,Mint,0,3,0,9088
64,Michael,Robles,177.08,Finland,Pistachio,0,1,0,6628
65,Julie,Bradley,175.97,Japan,Mint,0,1,0,6250
66,Wesley,Marshall,176.01,Italy,Pistachio,0,1,0,9498
67,Andrea,Daniel,170.85,Canada,Pistachio,1,0,0,10351
68,Jason,Wheeler,175.27,Brazil,Mint,0,5,1,7861
69,Brenda,Avila,172.33,Italy,Strawberry,0,2,0,8360
70,Wesley,Reese,163.52,Brazil,Stracciatella,0,0,1,2720
71,Philip,Duran,174.46,France,Chocolate,0,0,0,3671
72,Jonathan,Keith,165.69,Australia,Stracciatella,1,3,0,4997
73,Ashley,Alexander,169.23,Germany,Pistachio,0,0,0,14353
74,Cole,Roberts,148.02,Germany,Stracciatella,0,2,0,10443
75,Debbie,Cameron,169.16,Denmark,Stracciatella,1,1,0,4997
76,Maria,Campbell,171.24,Australia,Chocolate,0,0,1,10425
77,Gabriel,Stanley,168.49,Italy,Strawberry,0,1,1,7213
78,Michael,Fox,182.35,Canada,Chocolate,0,1,0,3063
79,Bruce,Patel,177.59,Canada,Stracciatella,0,1,0,6975
80,Tanner,Harrison,156.64,Sweden,Stracciatella,1,2,0,1232
81,Bryce,Vargas,158.97,USA,Stracciatella,0,0,0,9119
82,Roberto,Torres,156.69,Sweden,Mint,1,2,0,12340
83,Joy,Cross,159.43,France,Vanilla,0,0,0,5286
84,Brian,Rose,166.91,Sweden,Chocolate,1,4,0,3671
85,Jasmine,Martinez,172.33,Italy,Stracciatella,1,0,0,3352
86,Jenna,Barry,164.59,Japan,Chocolate,0,2,0,9444
87,Jorge,Harrington,147.37,France,Chocolate,0,0,0,7769
88,Claudia,Leach,189.8,Japan,Strawberry,0,0,0,8998
89,Kimberly,May,172.0,UK,Pistachio,0,3,1,8517
90,Russell,Sosa,179.52,Australia,Mint,0,7,1,8166
91,Philip,Higgins,162.29,Italy,Mint,0,3,0,16169
92,Elizabeth,Herring,176.47,France,Chocolate,1,1,0,9937
93,Jeffrey,Hess,142.15,Finland,Mint,1,1,0,11898
94,Corey,Reese,157.3,China,Stracciatella,1,3,0,11454
95,Jorge,Rosario,169.94,Australia,Stracciatella,0,2,0,11350
96,Jeremy,Proctor,180.96,Australia,Stracciatella,0,2,0,4708
97,Breanna,Harris,161.67,USA,Mint,0,3,0,12573
98,Caitlin,Huynh,162.14,Finland,Stracciatella,1,2,0,2793
99,Benjamin,Strickland,171.83,Finland,Pistachio,0,3,1,9498
100,Carolyn,Benson,151.3,Italy,Vanilla,0,2,0,12573
101,Christian,Wheeler,174.01,Japan,Chocolate,0,0,0,3373
102,Tyrone,Daniel,181.76,China,Strawberry,0,1,0,9256
103,Danielle,Berry,183.78,UK,Mint,0,3,1,7320
104,Carrie,Lamb,169.93,Sweden,Chocolate,1,0,0,8100
105,Monique,Cross,169.89,Sweden,Pistachio,1,0,0,12977
106,Jacob,Thomas,169.23,Denmark,Chocolate,1,3,0,6033
107,Lars,Keith,186.74,Norway,Pistachio,1,0,0,14969
108,Jennifer,Sweeney,182.62,Sweden,Pistachio,1,0,0,5447
109,Andrea,Schneider,163.15,UK,Strawberry,0,0,1,10632
110,Carolyn,Rose,171.5,Brazil,Mint,0,2,1,2481
111,Jay,Newton,145.21,China,Vanilla,0,0,0,10307
112,Heidi,Andrews,180.9,Brazil,Mint,0,0,0,3720
113,Christopher,Shelton,165.2,China,Strawberry,1,0,0,9087
114,Michael,Bradley,166.55,Finland,Mint,0,3,0,3222
115,Tyler,Scott,169.05,Denmark,Vanilla,1,7,1,5223
116,Julie,Luna,174.89,Australia,Pistachio,0,2,1,14162
117,Tracey,Thomas,174.59,Brazil,Stracciatella,0,1,0,11439
118,Jonathan,Dean,192.09,Japan,Mint,0,3,0,3570
119,Jose,Dougherty,166.97,USA,Stracciatella,0,3,0,8392
120,Carolyn,Taylor,175.06,Sweden,Pistachio,1,2,0,8064
121,Elizabeth,Hernandez,179.2,Japan,Strawberry,1,2,0,7608
122,Andrea,Winters,168.25,Japan,Pistachio,0,1,0,3063
123,Laurie,Cunningham,168.13,Sweden,Vanilla,1,0,0,4911
124,Patricia,Daniel,157.42,Finland,Pistachio,1,1,0,8216
125,Johnny,Horn,164.72,Brazil,Pistachio,0,1,1,8774
126,Monique,Campbell,168.33,Denmark,Pistachio,1,3,1,8139
127,Trevor,Mitchell,171.63,Norway,Chocolate,1,0,1,12977
128,Nicholas,Freeman,182.5,France,Pistachio,0,0,0,2569
129,Brittany,Roberson,166.91,Japan,Chocolate,0,2,0,5015
130,Caitlin,Hutchinson,166.68,France,Stracciatella,1,3,0,3063
131,Derek,Macias,165.2,Brazil,Pistachio,0,0,0,4406
132,Charlene,Winters,171.75,Canada,Mint,0,2,0,3352
133,Michael,Kennedy,175.06,Australia,Vanilla,1,0,0,7433
134,Mary,Joseph,189.8,USA,Strawberry,1,2,0,7009
135,Keith,Boone,162.01,Norway,Strawberry,1,3,0,8517
136,Jacob,Davila,181.98,Sweden,Chocolate,1,1,0,9026
137,Katherine,Brown,182.56,France,Pistachio,0,3,1,10499
138,Ian,Vargas,151.25,Australia,Stracciatella,1,3,1,4477
139,Marcia,Anthony,165.08,Finland,Chocolate,1,6,0,7213
140,Joy,Shelton,176.13,Denmark,Chocolate,1,2,0,3507
141,Timothy,Barnes,162.15,Italy,Vanilla,0,0,0,11588
142,Mark,Juarez,172.43,Australia,Mint,0,3,0,12340
143,Amanda,Burton,181.9,Norway,Pistachio,1,1,0,11386
144,Katie,Brennan,186.34,Norway,Chocolate,1,2,0,2509
145,Brenda,Navarro,176.44,France,Mint,0,2,0,3352
146,Dean,Wise,156.99,Italy,Chocolate,1,0,0,5223
147,Tamara,Barry,165.15,Sweden,Vanilla,1,1,0,5427
148,Debbie,Benson,167.65,Japan,Stracciatella,0,6,0,9020
149,Maria,Vargas,172.11,Norway,Vanilla,1,0,0,9162
150,Patrick,Maynard,165.98,UK,Mint,0,1,1,12372
151,Kyle,Wheeler,171.69,Canada,Chocolate,1,3,0,8954
152,Autumn,Knox,178.65,Norway,Stracciatella,1,3,1,12735
153,Jose,Robles,178.5,UK,Strawberry,0,0,1,10632
154,Michael,James,183.01,Norway,Strawberry,1,1,0,9369
155,Dana,Harris,183.01,USA,Chocolate,0,0,0,7005
156,Barbara,Marshall,163.46,Australia,Vanilla,0,1,0,6866
157,Breanna,Riley,165.82,Brazil,Vanilla,0,1,0,7322
158,Breanna,Cross,171.42,Brazil,Strawberry,0,1,1,7693
159,Craig,Sweeney,154.2,Finland,Stracciatella,0,0,0,10965
160,Corey,Harvey,171.94,China,Stracciatella,1,1,0,7098
161,Albert,Moreno,178.28,Italy,Strawberry,0,0,0,4316
162,Carrie,Brown,181.9,UK,Mint,0,1,1,3769
163,Nicholas,Meza,164.99,Sweden,Pistachio,1,0,0,6806
164,Jasmine,Taylor,175.38,Italy,Mint,0,3,0,9369
165,David,Howard,178.64,China,Pistachio,0,2,1,12735
166,Derek,Ford,160.66,Italy,Vanilla,1,0,0,10200
167,Joshua,Cohen,184.07,Australia,Vanilla,0,2,1,3063
168,Jeremy,Johnson,166.22,France,Pistachio,0,0,0,10095
169,Barbara,Patel,181.62,Canada,Stracciatella,0,1,0,8648
170,Victoria,Houston,182.89,UK,Stracciatella,0,1,1,6224
171,David,Dougherty,171.5,Finland,Stracciatella,0,3,0,10298
172,Timothy,Foley,161.46,USA,Stracciatella,0,0,0,7106
173,Walter,Ramos,195.07,Norway,Vanilla,1,0,1,3063
174,Katherine,Avery,167.98,Australia,Chocolate,0,1,0,5162
175,James,Reese,158.77,France,Stracciatella,0,0,0,14338
176,Keith,Gardner,167.65,Japan,Vanilla,1,0,1,6859
177,Jenna,Kerr,157.48,UK,Pistachio,0,2,1,7531
178,Carol,Reese,153.48,Sweden,Mint,1,5,0,4997
179,Alexander,Harper,169.14,Germany,Pistachio,0,2,0,7351
180,Arthur,Martinez,160.11,Germany,Mint,0,1,0,3043
181,Katherine,Young,162.88,USA,Mint,0,2,0,9723
182,Edgar,Robles,161.69,Finland,Pistachio,1,2,0,8897
183,Cole,Bowen,180.9,China,Strawberry,0,3,0,14969
184,Jenna,Davila,155.13,Denmark,Vanilla,1,1,0,7901
185,James,Decker,154.2,Denmark,Strawberry,1,7,1,7919
186,Matthew,Velasquez,165.89,USA,Strawberry,1,0,0,4708
187,Cole,Marks,155.59,Denmark,Strawberry,1,2,1,7106
188,Lauren,Wilkins,154.54,Canada,Stracciatella,1,0,1,8654
189,Travis,Simpson,164.09,China,Mint,0,2,1,15150
190,Connie,Ford,168.82,Denmark,Vanilla,1,3,0,7901
191,Melanie,Harris,185.51,China,Mint,0,2,1,4655
192,Ann,Farrell,169.92,Italy,Mint,0,1,0,14162
193,Monique,Osborne,165.06,Denmark,Pistachio,1,0,1,5950
194,Trevor,Martinez,184.6,Sweden,Pistachio,1,1,0,8046
195,Holly,Fields,166.92,China,Vanilla,0,4,1,2720
196,Troy,Miller,175.41,Australia,Pistachio,0,0,0,6101
197,Jonathan,Patel,178.5,France,Pistachio,0,0,0,6866
198,Ashley,Kerr,183.39,Italy,Pistachio,0,0,0,3818
199,Autumn,Harris,178.65,China,Pistachio,0,0,1,10425
200,Tamara,Weber,182.35,Brazil,Strawberry,0,3,0,7213
201,Carolyn,Adams,178.86,Norway,Strawberry,1,1,0,9026
202,Edgar,Strickland,182.56,Denmark,Mint,0,2,0,9516
203,Cole,Mcdonald,166.91,Australia,Vanilla,1,5,0,2745
204,Holly,Bartlett,189.8,Australia,Stracciatella,0,0,0,6493
205,Victor,Collins,154.2,Italy,Stracciatella,0,1,1,10531
206,Samantha,Hubbard,155.13,Brazil,Stracciatella,0,2,0,10531
207,Shannon,Freeman,163.15,Japan,Mint,0,1,0,7742
208,Mary,Farmer,177.04,USA,Vanilla,0,1,0,12977
209,Jonathon,Harper,164.36,Germany,Stracciatella,0,1,0,10591
210,Melissa,Miller,171.83,Italy,Strawberry,0,2,0,14969
211,Angela,Weaver,185.76,Canada,Pistachio,0,0,0,11231
212,Melissa,Conley,170.89,UK,Stracciatella,0,3,1,7330
213,Kara,Chen,166.64,Italy,Vanilla,0,0,0,7608
214,Debra,Riley,185.56,Japan,Stracciatella,0,1,1,7421
215,Samantha,House,185.89,China,Vanilla,0,3,0,1229
216,Melanie,Willis,165.74,Sweden,Pistachio,1,3,0,9497
217,Jonathan,Woodard,169.23,Germany,Stracciatella,0,0,0,12512
218,Matthew,Benson,171.01,China,Vanilla,1,0,0,12573
219,Dean,Stanley,183.0,USA,Mint,0,0,0,6904
220,David,Martinez,174.01,Canada,Strawberry,1,0,0,9441
221,Toni,Singh,181.76,Italy,Mint,0,2,0,2569
222,Nicholas,Osborne,170.9,UK,Vanilla,0,0,1,14154
223,Carol,Brooks,155.1,Norway,Stracciatella,1,0,0,10497
224,Carlos,Reese,166.22,USA,Chocolate,0,1,0,7962
225,Caitlin,Ray,169.02,Sweden,Mint,1,0,0,6388
226,Julie,Higgins,169.23,Japan,Mint,0,0,0,3063
227,Shawn,Winters,174.36,Australia,Vanilla,0,1,0,10146
228,Kristine,Davenport,165.2,Australia,Mint,0,3,0,8517
229,Cody,Barry,169.42,Japan,Pistachio,0,0,1,14162
230,Marcia,Norton,158.77,UK,Pistachio,1,1,1,2793
231,Trevor,Hess,162.1,France,Stracciatella,1,0,0,7901
