,First Name,Last Name,Height,Nationality,Favorite Icecream,Like Liquorice,Times Been to Italy,First Time London,Steps per Day
0,Sara,Rich,135.96,China,Vanilla,1,4,1,1669.0
1,Margaret,Davenport,199.27,Sweden,Strawberry,1,9,0,4490.0
2,Willie,Roman,184.39,Sweden,Stracciatella,0,0,1,13921.0
3,Wanda,Fisher,167.33,Canada,Mint,0,0,1,6543.0
4,Claudia,Shepard,182.27,Italy,Stracciatella,1,8,0,18807.0
5,Emily,Moore,184.7,Sweden,Stracciatella,1,9,0,1938.0
6,Seth,Kennedy,185.96,Italy,Mint,1,2,1,17110.0
7,Dylan,Byrd,205.59,Japan,Stracciatella,1,2,1,1988.0
8,Dakota,Cochran,168.19,Brazil,Vanilla,0,3,1,14279.0
9,Karina,Cardenas,154.4,Sweden,Chocolate,1,8,0,5715.0
10,Nicholas,Sanders,201.93,France,Pistachio,0,3,0,6081.0
11,Debbie,Craig,206.89,Germany,Mint,1,2,1,10008.0
12,Jose,Jimenez,188.97,Brazil,Stracciatella,1,0,0,17914.0
13,Alec,Castillo,207.52,Japan,Chocolate,1,6,0,1635.0
14,Erica,Graham,203.98,China,Stracciatella,0,2,1,16886.0
15,Katherine,Chavez,153.71,USA,Strawberry,1,6,0,1408.0
16,Thomas,Morales,146.74,Finland,Chocolate,0,7,0,16434.0
17,Tanya,Jarvis,163.65,Brazil,Stracciatella,0,0,0,15130.0
18,Bonnie,Mcclain,147.68,Australia,Stracciatella,0,2,0,9769.0
19,Brianna,Mcbride,207.48,Denmark,Mint,1,7,1,12813.0
20,Kellie,Greene,187.15,Japan,Vanilla,0,3,1,18441.0
21,Katherine,Silva,190.49,Canada,Strawberry,0,3,1,10280.0
22,Ricky,Collins,199.55,Australia,Mint,1,6,1,12494.0
23,Jacqueline,Reyes,135.97,USA,Pistachio,1,3,0,15298.0
24,Andrew,White,188.05,China,Pistachio,0,7,1,10184.0
25,Briana,Turner,189.77,Norway,Chocolate,1,8,0,18542.0
26,Karla,Randall,135.8,UK,Pistachio,1,3,0,8167.0
27,Wendy,Peterson,137.2,Denmark,Stracciatella,0,2,1,17194.0
28,Erik,Marsh,199.0,Canada,Chocolate,0,8,0,2290.0
29,Stephen,Murray,198.8,Finland,Pistachio,1,5,0,18547.0
30,Melissa,Diaz,184.7,Canada,Strawberry,0,1,0,4441.0
31,Jillian,Shelton,150.13,Italy,Chocolate,1,8,0,2533.0
32,Crystal,Mcdowell,180.86,France,Strawberry,0,6,1,4130.0
33,Samantha,Sosa,200.0,Sweden,Stracciatella,1,9,0,18999.0
