,First Name,Last Name,Height,Nationality,Favorite Icecream,Like Liquorice,Times Been to Italy,First Time London,Steps per Day
0,Wesley,Arias,170.01,Brazil,Vanilla,0,0,0,8093
1,Alexander,Sanchez,162.88,France,Stracciatella,0,2,0,7251
2,Emily,Ayala,166.33,Italy,Vanilla,0,2,0,3515
3,David,Martin,169.55,Australia,Stracciatella,0,0,0,3070
4,Catherine,Harris,181.84,Italy,Pistachio,0,0,0,8301
5,Bryan,Bray,155.01,Brazil,Strawberry,0,1,0,7450
6,Steve,Solis,172.37,Germany,Mint,0,1,0,8280
7,Colin,Short,173.29,Germany,Mint,0,4,0,5487
8,Dustin,Higgins,165.73,Denmark,Chocolate,0,2,0,6635
9,Alexandra,Price,165.06,USA,Vanilla,0,1,1,8890
10,Sheri,Christensen,168.2,Sweden,Pistachio,1,3,0,11852
11,Yesenia,Hubbard,161.09,Japan,Stracciatella,0,2,0,10973
12,Marcus,Ingram,173.75,Sweden,Stracciatella,1,1,0,14775
13,Shawna,Odonnell,171.67,Japan,Stracciatella,0,0,0,8284
14,Mary,Hamilton,167.52,USA,Strawberry,0,1,0,9249
15,Christina,Pennington,160.89,France,Strawberry,0,1,1,13476
16,Rodney,Sanchez,158.61,Germany,Pistachio,0,0,0,4469
17,Erin,Newton,169.92,Australia,Vanilla,0,1,0,11811
18,Gilbert,Smith,165.13,Finland,Stracciatella,1,0,0,7019
19,Alexandra,Fisher,173.89,Norway,Vanilla,1,1,0,5758
20,Mario,Wallace,169.73,USA,Strawberry,0,0,0,8208
21,Nancy,Richardson,174.29,UK,Mint,0,2,1,5067
22,Allen,Barajas,181.97,UK,Stracciatella,0,0,1,7139
23,Darlene,Morgan,163.2,Brazil,Stracciatella,0,2,0,14227
24,Brian,Skinner,171.83,Finland,Stracciatella,1,1,0,4920
25,Darlene,Acosta,169.7,Japan,Pistachio,0,5,0,6246
26,Jeanne,Macdonald,203.85,Denmark,Strawberry,1,8,0,8001
27,Janice,Mccall,182.3,Brazil,Vanilla,0,1,0,8219
28,Emily,Dean,151.99,Australia,Stracciatella,0,3,0,6133
29,Judy,Morrow,172.8,China,Vanilla,1,2,1,6701
30,Joel,Rubio,172.37,UK,Mint,0,0,1,7251
31,Nancy,Taylor,173.29,Italy,Strawberry,0,2,0,10973
32,Mario,Daniel,174.67,Sweden,Stracciatella,1,2,0,5558
33,Steve,Jacobs,167.52,Canada,Mint,1,8,0,7942
34,Christina,Merritt,176.7,Japan,Pistachio,0,2,0,10973
35,Breanna,Patton,155.74,Denmark,Chocolate,0,3,0,4412
36,Bonnie,Welch,165.91,Norway,Pistachio,1,0,0,5853
37,Molly,Wu,164.04,Finland,Stracciatella,1,1,0,12139
38,Pam,Rowe,164.35,Brazil,Stracciatella,1,1,0,11048
39,Noah,Rich,176.82,Australia,Pistachio,0,1,0,9057
40,Steve,Wilson,168.06,Japan,Chocolate,0,2,0,10951
41,Alexander,Merritt,165.82,Italy,Vanilla,1,3,1,11717
42,Jake,Rogers,161.42,USA,Vanilla,0,0,0,4737
43,Steve,George,181.98,Denmark,Chocolate,1,4,0,2614
