,First Name,Last Name,Height,Nationality,Favorite Icecream,Like Liquorice,Times Been to Italy,First Time London,Steps per Day
0,Kristen,Roberson,140.5,Australia,Mint,0,0,0,12715.0
1,Savannah,Flynn,179.99,Brazil,Pistachio,0,5,0,5816.0
2,Jane,Frederick,193.66,Brazil,Vanilla,1,4,0,1426.0
3,Patrick,Lambert,202.67,Finland,Mint,1,2,0,4281.0
4,Derek,Dorsey,142.77,Japan,Stracciatella,1,4,0,14289.0
5,Molly,Mejia,151.87,Italy,Pistachio,0,2,0,15109.0
6,Kathleen,Richardson,185.55,China,Chocolate,0,4,0,5225.0
7,Brenda,Gonzales,145.17,Brazil,Vanilla,1,3,1,11298.0
8,Tommy,Thompson,202.43,Norway,Pistachio,1,1,1,9497.0
9,Breanna,Mack,185.54,Sweden,Vanilla,1,4,1,9089.0
10,Julian,Baker,198.66,Italy,Stracciatella,1,2,1,5864.0
11,Douglas,Fletcher,197.02,Brazil,Pistachio,1,0,1,17902.0
12,Judith,Beltran,182.9,China,Stracciatella,0,6,1,4917.0
13,Abigail,Oneill,196.74,Canada,Strawberry,1,4,0,3200.0
14,Crystal,Watson,157.89,Japan,Strawberry,0,3,1,5023.0
15,Carl,Harris,142.63,USA,Pistachio,0,2,1,1690.0
16,Alfred,Ochoa,194.38,Italy,Pistachio,0,7,1,12828.0
17,Carlos,Pennington,143.39,Norway,Chocolate,1,0,1,6198.0
18,Madison,Lawrence,143.57,Norway,Stracciatella,1,7,0,2822.0
19,Gail,Meyer,193.79,Italy,Strawberry,1,0,0,9456.0
20,Cassandra,Alvarez,169.36,Italy,Stracciatella,1,5,1,16286.0
21,James,May,178.43,Sweden,Vanilla,1,4,0,6279.0
22,Carlos,Holland,194.96,USA,Stracciatella,1,1,1,16492.0
23,Marcus,Sullivan,189.16,China,Stracciatella,0,0,0,3914.0
24,Nancy,Michael,199.29,France,Pistachio,0,2,1,8766.0
25,Savannah,Soto,174.47,Brazil,Pistachio,0,5,0,14270.0
26,Brianna,Wheeler,177.23,Germany,Stracciatella,0,0,1,10405.0
27,Charles,Ball,150.15,Denmark,Chocolate,1,0,0,9605.0
28,Randy,Mann,199.87,Sweden,Mint,1,4,0,2976.0
29,Meredith,Jenkins,151.53,Germany,Chocolate,0,7,1,4852.0
30,Travis,Daniel,202.36,Brazil,Strawberry,1,0,1,14061.0
31,Anthony,Mcmahon,195.5,France,Chocolate,0,4,1,3685.0
32,Julia,Lamb,197.8,Japan,Mint,1,6,1,6543.0
33,Cory,Holland,161.15,USA,Stracciatella,1,1,1,12175.0
34,Phyllis,Raymond,194.1,USA,Mint,1,2,0,9708.0
35,Sara,Lawrence,162.17,Italy,Stracciatella,0,2,1,4551.0
36,Jose,Allison,193.89,Italy,Chocolate,1,5,1,11753.0
37,Sara,Carlson,182.12,Australia,Mint,0,0,0,6271.0
38,Wesley,Pena,150.58,France,Mint,0,3,1,3141.0
39,Andre,May,158.8,Canada,Stracciatella,1,7,0,2072.0
40,Virginia,Gross,145.5,Japan,Stracciatella,1,4,1,16379.0
41,Mason,Pennington,151.96,USA,Chocolate,0,7,1,14642.0
42,Spencer,Rich,188.53,Denmark,Pistachio,1,5,1,6117.0
43,Kathy,Banks,189.36,Italy,Chocolate,0,1,0,10437.0
44,Rodney,Anderson,197.33,Denmark,Chocolate,1,0,0,16352.0
45,Kelly,Cordova,201.1,USA,Stracciatella,0,6,0,16652.0
46,Elizabeth,Moran,198.95,Denmark,Vanilla,1,0,0,13069.0
47,Justin,Andersson,167.94,Brazil,Mint,0,0,1,12790.0
48,Allen,Ward,179.61,USA,Stracciatella,0,6,1,5322.0
49,Miranda,Norris,151.24,Italy,Pistachio,0,7,0,10634.0
50,Erika,Mcgrath,197.75,Norway,Strawberry,0,6,1,17107.0
51,Luke,Decker,178.92,Finland,Vanilla,0,5,1,3134.0
52,Ellen,Fuentes,198.51,Brazil,Pistachio,1,0,1,10041.0
53,Justin,Fuller,169.06,Japan,Vanilla,0,3,1,2268.0
54,Deanna,Henderson,179.84,Italy,Chocolate,0,1,0,8658.0
55,April,Martinez,194.28,UK,Pistachio,0,5,0,3574.0
56,Erik,Cameron,199.53,USA,Pistachio,0,2,1,2831.0
57,Joshua,Stephens,195.81,UK,Mint,1,5,1,7981.0
58,Craig,Scott,161.31,Sweden,Mint,1,5,0,6329.0
59,Edward,Avery,202.58,Finland,Pistachio,0,2,0,14957.0
60,Renee,Herman,155.38,Brazil,Vanilla,1,2,1,1075.0
