,First Name,Last Name,Height,Nationality,Favorite Icecream,Like Liquorice,Times Been to Italy,First Time London,Steps per Day
0,Kelly,Sampson,181.45,Brazil,Mint,1,3,1,2651.0
1,Bobby,Garner,145.71,Japan,Stracciatella,1,8,0,16411.0
2,Kristy,Werner,148.45,Canada,Mint,1,2,1,13821.0
3,Makayla,Lambert,156.21,Sweden,Pistachio,0,2,1,17244.0
4,Leslie,Houston,144.4,Brazil,Pistachio,0,4,0,2208.0
5,Kathleen,Sharp,180.93,Norway,Stracciatella,1,0,0,7508.0
6,Beth,Stafford,173.96,Japan,Vanilla,1,3,1,16744.0
7,Kristina,Hardy,168.62,USA,Mint,0,5,0,15930.0
8,Kendra,Smith,140.62,UK,Stracciatella,1,5,0,13420.0
9,Bonnie,Camacho,190.55,Canada,Pistachio,1,8,1,18870.0
10,Joe,Levy,186.33,UK,Vanilla,0,9,0,4659.0
11,Russell,Mcknight,187.01,UK,Strawberry,1,7,1,8990.0
12,Brittney,Booker,207.09,Sweden,Mint,0,1,0,7374.0
13,Toni,Rogers,182.68,Brazil,Mint,0,0,0,18082.0
14,Donna,Torres,195.45,Germany,Chocolate,1,7,1,12799.0
15,Louis,Hernandez,189.15,Australia,Stracciatella,0,6,1,8723.0
16,Shannon,Peters,167.29,Brazil,Mint,0,4,0,16062.0
17,Jake,Hurst,176.61,Australia,Strawberry,1,4,1,10699.0
18,Julia,Wallace,140.55,Japan,Mint,1,9,0,11313.0
19,Raven,Byrd,149.85,Italy,Strawberry,1,0,0,2798.0
20,Sonya,Hendricks,186.02,Australia,Chocolate,1,3,0,7691.0
21,Randy,Aguilar,182.21,France,Chocolate,1,6,0,4987.0
22,Morgan,Madden,198.47,UK,Chocolate,0,5,0,18404.0
23,Jeffrey,Hansen,185.76,Italy,Chocolate,1,4,1,11720.0
24,Shelly,Hayes,188.42,China,Vanilla,0,8,0,14357.0
25,Anna,Solomon,165.89,UK,Strawberry,1,2,1,18616.0
26,Stephen,Bean,162.81,Germany,Strawberry,0,7,1,15656.0
27,Carolyn,Hancock,169.74,Denmark,Vanilla,0,7,0,18605.0
28,Sarah,Villarreal,150.88,Finland,Vanilla,0,3,1,17997.0
29,Theodore,Rivera,195.98,Japan,Pistachio,1,0,1,18971.0
30,Bridget,Ball,140.14,Sweden,Strawberry,1,0,0,6583.0
31,Alan,Lowery,155.43,Australia,Mint,1,6,0,9873.0
32,Holly,Villegas,179.77,Italy,Vanilla,0,2,0,11286.0
33,Jerry,Day,187.68,Finland,Strawberry,0,1,0,5340.0
34,Bryan,Davis,151.99,Germany,Strawberry,0,9,0,2828.0
35,Jared,Lozano,152.55,Canada,Chocolate,1,5,0,2494.0
36,Tonya,Cochran,197.04,Canada,Pistachio,0,8,0,18372.0
37,Logan,Cummings,157.92,Brazil,Chocolate,0,2,1,17206.0
38,Kayla,Powell,173.53,Australia,Chocolate,1,9,0,11827.0
39,Wanda,Lowery,149.14,Denmark,Pistachio,0,7,1,1003.0
40,Yvonne,Hammond,160.4,France,Pistachio,0,5,1,17378.0
41,Robert,Duke,169.84,USA,Chocolate,0,4,0,6334.0
42,Melanie,Obrien,182.05,Italy,Strawberry,1,0,0,10261.0
43,Allen,Watkins,155.4,Italy,Chocolate,0,7,1,9692.0
44,Jason,Zamora,145.87,Germany,Stracciatella,1,9,1,16751.0
45,Randy,Ruiz,135.77,UK,Pistachio,1,7,0,3672.0
46,Margaret,Maxwell,188.4,Brazil,Pistachio,1,0,1,14930.0
47,Hunter,Hopkins,166.06,Japan,Chocolate,1,8,0,7150.0
48,Brooke,Oneal,161.63,Norway,Vanilla,0,7,0,4717.0
49,Tony,Soto,166.33,China,Vanilla,0,8,1,13773.0
50,Laura,Valdez,137.29,Denmark,Vanilla,1,6,0,7595.0
51,Jenna,Wu,202.12,USA,Vanilla,0,5,0,3446.0
52,Barbara,Castro,146.07,Finland,Mint,0,5,0,8503.0
53,Katie,Wall,139.64,Brazil,Vanilla,0,3,0,11418.0
54,Keith,Adkins,195.64,Sweden,Pistachio,0,5,0,17401.0
55,Juan,Cochran,198.27,Germany,Strawberry,1,5,0,1821.0
56,Teresa,Wallace,193.73,USA,Pistachio,0,0,0,1160.0
57,Colin,Craig,207.41,Finland,Mint,0,6,1,14173.0
58,Colin,Castillo,139.26,Canada,Stracciatella,0,9,1,18523.0
59,Theresa,Carroll,179.63,Germany,Strawberry,1,4,0,9005.0
60,Maria,Dodson,172.71,USA,Stracciatella,1,7,0,17143.0
61,Tiffany,Dudley,145.84,Italy,Strawberry,1,7,0,8846.0
62,Bradley,Cardenas,137.66,France,Mint,1,5,0,3005.0
63,Austin,Miller,146.74,Australia,Strawberry,0,0,1,7253.0
64,Jared,Baldwin,200.27,Brazil,Strawberry,1,4,1,14930.0
65,Teresa,Adams,185.47,China,Pistachio,1,8,0,4876.0
66,Mario,Macdonald,202.54,Denmark,Strawberry,0,4,1,8229.0
67,Sonya,Harris,199.75,Australia,Mint,0,6,1,16551.0
68,Audrey,Watkins,164.45,Denmark,Strawberry,0,4,1,13133.0
69,Taylor,Cobb,192.3,Finland,Vanilla,0,2,0,2079.0
70,Alexa,Bray,204.69,Norway,Vanilla,0,4,0,2734.0
71,Darlene,Norton,174.21,Australia,Vanilla,0,3,1,1953.0
72,Shawn,Walton,196.08,Canada,Chocolate,1,6,0,15442.0
73,Lawrence,Gardner,181.43,Norway,Pistachio,1,0,1,18170.0
74,Louis,Arias,185.37,Finland,Mint,1,6,0,16549.0
75,Paul,Larson,151.36,Australia,Strawberry,0,7,1,16274.0
76,Christian,Mckay,194.76,Canada,Vanilla,0,6,0,3138.0
77,Seth,Mann,181.2,Canada,Chocolate,0,6,0,10617.0
78,Suzanne,Obrien,174.39,Italy,Pistachio,1,3,1,3377.0
79,Kristen,Palmer,181.09,Japan,Pistachio,1,0,1,18532.0
80,Megan,Snyder,187.37,Canada,Vanilla,1,0,0,12122.0
81,Gordon,Frye,189.81,Norway,Strawberry,1,1,1,1212.0
82,Darrell,Vega,151.28,France,Stracciatella,0,5,1,9814.0
83,Victoria,Hughes,204.58,China,Pistachio,0,3,1,14504.0
84,Vanessa,Houston,176.87,Denmark,Mint,0,5,1,16776.0
85,Troy,Braun,148.93,Australia,Strawberry,0,2,1,12674.0
86,Shelia,Pennington,136.74,Denmark,Vanilla,1,6,0,7851.0
87,Brooke,Stokes,175.6,Sweden,Vanilla,1,5,0,12602.0
88,Candice,Arnold,177.32,Sweden,Mint,0,5,0,12255.0
89,Beth,Barton,161.81,Japan,Chocolate,0,9,1,16848.0
90,Aaron,Dixon,163.89,Germany,Pistachio,0,1,1,3920.0
91,Travis,Murphy,173.56,France,Pistachio,0,3,1,2378.0
92,Katherine,Powell,168.05,China,Mint,0,6,0,11574.0
93,Jordan,Davis,168.88,Finland,Pistachio,0,4,0,11364.0
94,Bradley,Hogan,177.4,Sweden,Stracciatella,0,5,1,10481.0
95,Nathan,Conrad,204.36,USA,Mint,1,1,1,14389.0
96,Ryan,Holland,174.68,China,Mint,0,4,1,15864.0
97,Nina,Lewis,154.51,Germany,Pistachio,1,5,0,2478.0
98,Jimmy,Black,149.67,Italy,Chocolate,1,6,1,11974.0
99,Javier,Tate,166.2,Norway,Vanilla,0,7,1,4769.0
100,Elizabeth,Logan,137.82,France,Stracciatella,0,2,1,4002.0
101,Wesley,Irwin,143.57,Brazil,Stracciatella,0,4,0,2536.0
102,Zachary,Mckay,187.77,France,Vanilla,0,1,1,18977.0
103,Olivia,Hansen,186.42,Norway,Vanilla,1,6,1,3924.0
104,Alan,Benton,152.68,Italy,Mint,1,6,0,9168.0
105,Alec,Hardin,134.01,Denmark,Vanilla,1,4,0,18875.0
106,Alex,Faulkner,206.64,UK,Chocolate,1,4,0,3848.0
107,Rita,Francis,192.03,Italy,Mint,1,6,1,9414.0
108,Allison,Gill,179.68,USA,Vanilla,0,2,0,11325.0
109,Julia,Lewis,138.94,Sweden,Chocolate,1,6,1,5126.0
110,Shelia,Hernandez,137.32,Finland,Strawberry,1,8,0,1447.0
111,Luis,Riley,156.72,Norway,Mint,0,4,1,16160.0
112,Veronica,Miller,138.53,Italy,Stracciatella,0,9,0,13930.0
113,Lori,Pearson,198.33,Canada,Pistachio,0,2,0,9251.0
114,Allison,Lin,141.54,Finland,Vanilla,1,2,1,7829.0
115,Ruben,Griffin,139.09,China,Vanilla,0,3,1,11001.0
116,Randall,Stafford,196.62,Australia,Stracciatella,0,7,1,2726.0
117,Cathy,Lawson,196.93,France,Stracciatella,1,5,0,11718.0
118,Pamela,Maldonado,135.86,Brazil,Strawberry,1,1,1,13363.0
119,Kellie,Soto,190.11,Norway,Pistachio,1,7,0,12385.0
120,Ashley,Brooks,206.22,Germany,Vanilla,1,0,0,11245.0
