,First Name,Last Name,Height,Nationality,Favorite Icecream,Like Liquorice,Times Been to Italy,First Time London,Steps per Day
0,Christine,Mann,174.57,Sweden,Strawberry,1,1,1,3411
1,Jason,Greene,168.15,Norway,Strawberry,1,0,0,8426
2,Melanie,Ho,160.34,Finland,Strawberry,1,2,0,10380
3,Aaron,Booth,179.42,Italy,Vanilla,1,3,1,9473
4,Kelsey,Harris,164.88,Brazil,Chocolate,1,3,0,8299
5,Jason,Hamilton,158.59,Brazil,Pistachio,1,6,0,4328
6,Derrick,Simmons,156.18,Norway,Strawberry,1,3,0,8896
7,Christy,Nichols,176.68,Finland,Chocolate,1,2,0,5354
8,Denise,Scott,168.4,Brazil,Vanilla,1,6,0,6975
9,Tyrone,Simmons,157.9,Australia,Pistachio,1,1,0,7939
10,Cassie,Whitaker,169.89,Finland,Chocolate,0,4,0,7910
11,Ronald,Burnett,193.4,Brazil,Chocolate,1,0,0,2407
12,Brandy,Olson,152.35,Australia,Vanilla,0,0,0,6313
13,Bailey,Rios,192.44,Finland,Vanilla,1,0,0,7861
14,Gary,Harding,166.47,Sweden,Strawberry,1,4,0,6168
15,Kathleen,Weber,169.74,China,Vanilla,0,0,1,7187
16,Diana,Hayes,160.35,Norway,Chocolate,0,2,0,7865
17,Alejandro,Weber,162.85,France,Pistachio,0,2,1,14654
18,Edward,Poole,163.15,Finland,Pistachio,0,3,0,12391
19,Edward,Mcconnell,175.17,Finland,Strawberry,1,0,1,3507
20,Jack,Atkinson,179.14,Australia,Strawberry,0,4,1,8486
21,Jorge,Glover,158.64,Italy,Pistachio,0,1,0,8494
22,Jacob,Booth,174.04,Norway,Pistachio,1,0,0,8500
23,Julia,Torres,168.06,Brazil,Stracciatella,0,6,0,12821
24,Tyler,Ferrell,167.57,Finland,Mint,0,0,0,10380
25,Bobby,Velez,163.15,France,Strawberry,1,3,0,1836
26,Joy,Stanton,180.96,Finland,Mint,0,0,0,6975
27,Jeffery,Blevins,148.96,Italy,Mint,0,0,0,12977
28,Carrie,Ortega,179.14,Finland,Stracciatella,0,0,0,8500
29,Zachary,Reyes,164.93,France,Mint,1,0,0,4634
30,Maria,Jacobs,177.14,China,Vanilla,0,0,1,7769
31,Amber,Mcdaniel,160.14,Brazil,Vanilla,1,2,0,2323
32,Norma,Pena,172.79,Finland,Mint,1,0,0,6375
33,Julie,Beck,167.02,Sweden,Chocolate,0,2,0,14654
34,Craig,Simmons,150.92,Norway,Strawberry,1,0,0,6742
35,Kristine,Rojas,158.97,Italy,Vanilla,0,1,0,4204
36,Katelyn,Washington,176.53,Italy,Strawberry,1,3,0,2407
37,William,Duran,189.89,Norway,Mint,1,4,1,6737
38,Rebecca,Cox,169.74,Australia,Vanilla,0,3,0,5484
39,Denise,Freeman,170.06,Italy,Pistachio,1,0,0,9498
40,Paul,Booth,170.06,Italy,Stracciatella,0,3,0,5439
41,Melinda,Bowen,172.63,Italy,Mint,0,4,1,9405
42,Melanie,Poole,178.75,Finland,Vanilla,1,2,0,3981
43,Courtney,Lamb,186.08,Australia,Mint,0,0,0,2323
44,Marie,Stanton,165.69,Italy,Pistachio,1,2,0,13657
45,Caitlin,Reyes,168.49,Finland,Mint,1,3,0,4362
46,Whitney,Roberts,163.05,Brazil,Stracciatella,1,0,1,15179
47,Norma,Woods,166.55,France,Vanilla,1,2,0,8385
48,Suzanne,Mann,167.92,Brazil,Stracciatella,0,1,0,10336
49,Marie,Scott,183.36,Italy,Chocolate,0,0,0,3981
50,Richard,Kerr,153.0,Norway,Mint,0,0,1,8385
51,Jack,Henderson,177.75,Norway,Vanilla,0,0,0,6559
52,Aaron,Mann,178.95,Finland,Pistachio,1,0,0,8407
53,Eric,Green,182.55,Brazil,Strawberry,0,2,0,4642
54,Madison,Stout,164.84,Brazil,Strawberry,0,6,0,10091
55,Nicole,Gray,166.37,Australia,Pistachio,0,0,1,9640
56,Gregg,Porter,186.72,Finland,Chocolate,1,0,0,15255
57,Fernando,Howe,161.98,Brazil,Vanilla,1,0,0,6375
58,Darren,Leach,189.97,Finland,Pistachio,1,4,0,9993
