,First Name,Last Name,Height,Nationality,Favorite Icecream,Like Liquorice,Times Been to Italy,First Time London,Steps per Day
0,Mason,Krause,175.64,Denmark,Strawberry,0,4,1,7139
1,Kara,Sawyer,175.28,Italy,Strawberry,0,2,0,10788
2,Alexis,Dudley,157.17,Italy,Pistachio,0,9,0,13521
3,Linda,Dominguez,182.49,Brazil,Mint,0,9,1,12695
4,Jacob,Cherry,183.19,Germany,Pistachio,0,6,0,13571
5,Briana,Hardy,151.99,Brazil,Stracciatella,0,4,1,6724
6,Gina,Matthews,179.16,Italy,Stracciatella,0,6,1,4469
7,Briana,Flores,160.03,Brazil,Stracciatella,0,9,1,11837
8,Michelle,Camacho,164.03,UK,Mint,0,4,0,7464
9,Michelle,Newman,154.24,Germany,Mint,0,4,1,9420
10,Danny,Cardenas,181.77,Norway,Pistachio,0,3,0,10902
11,Jill,Aguilar,172.79,Denmark,Strawberry,0,9,1,9839
12,Karina,Murphy,170.43,Germany,Strawberry,0,6,1,9616
13,Jill,Hardy,160.03,Sweden,Mint,0,6,1,5180
14,Nina,Cohen,192.75,Brazil,Pistachio,0,9,0,9075
15,Frederick,Morse,150.8,Norway,Mint,0,9,1,3382
16,Scott,Newton,172.2,Germany,Mint,0,4,0,11265
17,Morgan,Hays,176.06,Italy,Mint,0,6,0,7947
18,Suzanne,Flores,156.75,Brazil,Strawberry,0,2,0,9709
19,Lauren,Boyd,180.6,Italy,Strawberry,0,9,1,2630
20,Victoria,Prince,197.17,Norway,Strawberry,0,9,0,12306
21,Mary,Cunningham,170.45,Denmark,Strawberry,0,4,1,8312
22,Jacob,Richmond,156.34,Italy,Mint,0,4,0,10250
23,Wendy,Booker,170.7,Norway,Pistachio,0,4,1,13949
24,Danny,Nelson,173.63,Italy,Stracciatella,0,9,1,12756
25,Ronnie,Craig,174.21,Italy,Mint,0,4,1,2846
26,Paul,Hart,177.09,Germany,Strawberry,0,6,0,7571
27,Lonnie,Lee,170.27,Germany,Mint,0,9,1,10595
28,Linda,Conrad,180.6,Italy,Stracciatella,0,9,0,10029
29,Haley,Richmond,173.64,Brazil,Pistachio,0,2,1,7208
30,Alec,Molina,186.82,Norway,Stracciatella,0,4,0,6214
31,Alexis,Hill,172.7,Italy,Stracciatella,0,6,1,4986
32,Tammy,Newton,183.19,Germany,Stracciatella,0,9,0,6787
33,Matthew,Hampton,160.21,Denmark,Pistachio,0,9,0,7384
34,Samantha,Hines,168.42,Denmark,Strawberry,0,9,0,13613
35,Linda,Brown,154.24,Italy,Stracciatella,0,4,1,11837
36,Kim,Jackson,174.07,Brazil,Strawberry,0,2,1,7105
