,First Name,Last Name,Height,Nationality,Favorite Icecream,Like Liquorice,Times Been to Italy,First Time London,Steps per Day
0,Karina,Pham,181.87,Norway,Stracciatella,0,2,0,8818
1,Misty,Burgess,172.31,UK,Pistachio,1,2,0,9253
2,Kendra,Dickson,169.35,China,Strawberry,0,0,0,8667
3,Derrick,Gray,171.7,UK,Chocolate,1,1,0,7628
4,Travis,Burns,175.26,China,Pistachio,0,7,0,9476
5,Steven,Khan,199.36,Norway,Pistachio,1,1,1,14227
6,Renee,Myers,178.06,Canada,Vanilla,1,1,0,7342
7,Johnathan,Moran,168.79,Canada,Mint,0,1,0,11143
8,Kellie,Campbell,166.28,Brazil,Strawberry,0,0,0,4506
9,Rachel,Ramsey,168.7,Norway,Chocolate,0,0,0,8738
10,Toni,Frederick,163.56,UK,Pistachio,0,4,0,8188
11,Glenda,Clarke,181.43,Germany,Strawberry,0,1,0,6876
12,Sandra,Cole,156.41,UK,Chocolate,1,7,0,9982
13,Dustin,Barnett,171.34,Brazil,Strawberry,0,1,0,3233
14,Jeremy,Gillespie,163.03,China,Stracciatella,0,0,0,9784
15,Daniel,Odonnell,173.71,China,Chocolate,1,3,0,5863
16,Christy,Short,169.93,Norway,Strawberry,1,1,0,6831
17,Jeremy,Conway,162.17,China,Strawberry,0,0,0,5722
18,Jacob,Mays,181.39,Norway,Chocolate,1,1,0,7159
19,Erica,Frazier,149.85,China,Strawberry,1,2,0,10823
20,Carolyn,Mcintosh,150.64,UK,Stracciatella,1,1,1,4885
21,Barbara,Dickson,191.16,USA,Strawberry,0,1,0,4303
22,Bridget,Baldwin,155.14,USA,Chocolate,0,2,0,11032
23,Christian,Barton,152.3,UK,Chocolate,0,1,0,13091
24,Sandra,Cole,182.19,Germany,Strawberry,0,3,0,8818
25,Nina,Wood,176.46,UK,Stracciatella,1,2,0,12216
26,Renee,Barnes,137.01,China,Chocolate,0,0,1,9784
27,Vernon,Robertson,192.75,Germany,Chocolate,1,0,0,7897
28,Adam,George,165.37,Brazil,Chocolate,0,1,0,12216
29,Terri,Perez,154.46,Canada,Chocolate,0,1,0,4825
30,Rachel,Walsh,170.43,Canada,Stracciatella,0,2,0,7073
31,Gilbert,Ferguson,187.51,Brazil,Mint,0,2,1,14542
32,Renee,Stanley,173.32,UK,Pistachio,1,2,0,10249
33,Jordan,Monroe,169.78,Germany,Chocolate,1,3,1,10349
34,Nathaniel,Burns,156.71,China,Stracciatella,1,2,0,13356
35,Jimmy,Frederick,182.83,China,Stracciatella,0,0,0,11240
36,Mark,Yates,158.94,UK,Chocolate,1,2,1,5867
37,Francisco,Cooke,176.42,Canada,Stracciatella,1,0,1,11202
38,Christina,Young,164.95,Germany,Chocolate,0,4,0,7413
39,Shelia,Duarte,170.87,Canada,Strawberry,1,1,0,6604
40,Javier,Tran,158.01,Norway,Strawberry,0,1,0,8336
41,Brooke,Higgins,168.25,France,Mint,1,2,0,6006
42,Timothy,Wall,188.12,France,Chocolate,1,3,1,6654
