,First Name,Last Name,Height,Nationality,Favorite Icecream,Like Liquorice,Times Been to Italy,First Time London,Steps per Day
0,Jackson,Deleon,194.2,Canada,Stracciatella,1,5,1,16644.0
1,Tara,Lloyd,152.8,Brazil,Mint,1,3,1,3755.0
2,Julian,Kennedy,176.17,France,Vanilla,0,6,0,13082.0
3,Donna,Morales,136.89,Germany,Pistachio,0,1,0,17458.0
4,Sheryl,Rowe,183.46,Australia,Pistachio,1,7,1,7349.0
5,Morgan,Pierce,202.05,Denmark,Vanilla,0,0,1,10535.0
6,Pamela,Gutierrez,172.7,Norway,Stracciatella,0,6,0,14973.0
7,Melissa,Walton,200.36,Finland,Chocolate,1,0,1,3477.0
8,Andrea,Lloyd,184.36,Finland,Pistachio,1,0,0,13930.0
9,Justin,Winters,186.06,Finland,Mint,1,0,0,14168.0
10,Brett,Rosario,158.12,Brazil,Strawberry,1,4,1,11272.0
11,Trevor,Walls,195.19,Canada,Mint,1,3,0,6210.0
12,Sue,Evans,202.06,Germany,Pistachio,0,4,0,11972.0
13,Pamela,Ortega,157.84,Japan,Mint,0,3,0,7312.0
14,Karen,West,151.28,Sweden,Mint,0,4,0,7369.0
15,Tara,Yates,147.55,Italy,Chocolate,0,5,1,9619.0
16,Christine,George,163.88,Norway,Stracciatella,1,4,1,16173.0
17,Gerald,Knight,188.48,France,Stracciatella,1,4,0,1340.0
18,Alexandra,Wade,148.9,Italy,Vanilla,0,4,1,2011.0
19,Shari,Palmer,165.01,Canada,Stracciatella,1,4,0,4596.0
20,Chase,Hanna,181.98,China,Chocolate,1,2,0,9066.0
21,Jill,Perkins,185.74,Finland,Strawberry,1,2,0,1401.0
22,Joe,Calhoun,200.43,Germany,Pistachio,0,2,0,9646.0
23,Tracey,Reid,200.09,Germany,Stracciatella,0,0,0,12108.0
24,Ruben,English,140.8,Brazil,Stracciatella,1,3,1,2335.0
25,Shelby,Mccann,158.58,USA,Stracciatella,1,0,1,17719.0
26,Kevin,Gray,194.75,Japan,Mint,0,2,0,12677.0
27,Nathan,Savage,182.26,Denmark,Chocolate,0,7,0,14710.0
28,Melissa,Rios,163.22,Australia,Mint,1,7,0,8659.0
29,Brandi,Lester,185.28,Finland,Stracciatella,1,7,0,15827.0
30,Allen,Weeks,147.7,Canada,Stracciatella,0,0,1,9785.0
31,Jon,Proctor,192.37,Brazil,Stracciatella,1,6,1,15850.0
32,Joy,Peters,172.1,China,Stracciatella,0,1,1,9479.0
33,Kelsey,Obrien,191.3,Brazil,Vanilla,0,1,1,9349.0
34,Daniel,Stone,173.63,France,Pistachio,1,6,0,14900.0
35,Brooke,Douglas,138.36,Denmark,Stracciatella,1,6,1,4974.0
36,Juan,Wright,164.38,Australia,Vanilla,0,1,0,17765.0
37,Paul,Pearson,194.46,Japan,Mint,1,3,0,15124.0
