,First Name,Last Name,Height,Nationality,Favorite Icecream,Like Liquorice,Times Been to Italy,First Time London,Steps per Day
0,Patricia,Murray,198.41,France,Chocolate,0,4,0,15031.0
1,Bethany,Wyatt,191.94,Finland,Stracciatella,0,1,1,6132.0
2,Gregg,Mccarthy,148.0,Canada,Strawberry,0,0,0,1068.0
3,Diane,Stanley,191.67,Norway,Vanilla,0,2,1,9553.0
4,Tammy,Hart,169.32,Finland,Mint,0,5,0,17894.0
5,Jonathan,Jennings,169.01,Denmark,Strawberry,1,6,0,11150.0
6,Christine,Pierce,148.6,Japan,Stracciatella,0,2,1,6251.0
7,Lars,Barajas,184.49,USA,Mint,0,6,0,9020.0
8,Luke,Boyd,162.47,Canada,Chocolate,0,0,0,10096.0
9,Jill,Watkins,162.87,Germany,Pistachio,1,3,0,9952.0
10,Steven,Krause,165.78,China,Chocolate,0,2,0,14946.0
11,Erin,Ford,187.41,China,Pistachio,0,6,0,5325.0
12,Jesse,Mooney,179.58,France,Chocolate,0,3,0,15318.0
13,Tiffany,Gutierrez,155.68,Sweden,Mint,1,2,0,14231.0
14,Deborah,Lloyd,179.28,Japan,Stracciatella,0,3,0,14640.0
15,Justin,Cruz,156.4,Denmark,Mint,0,6,1,9331.0
16,Heather,Russo,166.72,Brazil,Chocolate,0,1,1,4172.0
17,Patrick,Chung,161.9,Brazil,Pistachio,0,3,0,17132.0
18,Kathryn,Potter,149.48,Australia,Mint,1,3,0,15744.0
19,Frank,Norton,149.65,UK,Pistachio,0,7,1,2264.0
20,Alexander,Cooke,158.96,Germany,Pistachio,0,6,0,8878.0
21,Jose,Colon,175.74,Germany,Stracciatella,1,7,0,17687.0
22,Alicia,Yates,159.59,France,Chocolate,1,3,0,4471.0
23,Casey,Armstrong,162.28,Brazil,Vanilla,0,1,1,6620.0
24,Jacob,Porter,178.77,Sweden,Vanilla,1,4,0,8849.0
25,Thomas,Hess,180.18,Sweden,Pistachio,0,7,0,3875.0
26,Alejandra,Oneill,161.1,Denmark,Vanilla,0,0,0,16333.0
27,Shaun,Moreno,172.23,France,Mint,0,7,1,10202.0
28,Tanner,Herrera,139.6,Japan,Mint,1,7,0,4167.0
29,Jay,Schwartz,160.88,Australia,Mint,0,5,0,7349.0
30,Virginia,Patterson,155.47,Brazil,Chocolate,0,0,1,11712.0
31,Tammy,Bennett,153.26,France,Chocolate,1,4,0,15073.0
32,Sheryl,Chapman,166.49,UK,Vanilla,1,3,1,1166.0
33,Vincent,Dean,142.75,USA,Mint,0,5,1,5607.0
34,Benjamin,Francis,140.35,Brazil,Chocolate,0,3,1,1503.0
35,Yvette,Kim,153.39,Germany,Chocolate,0,2,0,1986.0
36,Anna,Ruiz,170.65,Japan,Pistachio,0,0,0,8186.0
37,Jason,Francis,180.92,Italy,Chocolate,1,0,0,15699.0
38,Jeffrey,Warner,179.59,Brazil,Strawberry,0,2,1,9461.0
39,Randy,York,191.69,Finland,Vanilla,1,0,1,9860.0
40,Tamara,Downs,150.98,Japan,Mint,0,4,1,7370.0
41,Randall,Poole,171.58,Australia,Mint,1,3,0,7426.0
42,Jared,Stone,154.63,Germany,Mint,1,7,1,3827.0
43,Kayla,Huerta,182.45,Italy,Strawberry,1,4,0,14601.0
44,Virginia,Downs,153.56,Finland,Vanilla,1,6,0,16318.0
45,Alicia,Shaw,154.28,Germany,Mint,0,6,1,2849.0
46,Javier,Neal,181.16,Japan,Mint,0,0,0,15780.0
47,Ryan,Jenkins,200.07,Denmark,Mint,0,1,0,12357.0
48,Olivia,Stein,201.44,Australia,Strawberry,0,6,0,4381.0
49,Gina,Matthews,148.68,Canada,Strawberry,0,0,1,10848.0
50,Debra,Smith,163.86,France,Strawberry,0,6,0,16839.0
51,Austin,Adams,141.37,Norway,Strawberry,0,0,1,17815.0
52,Corey,Peck,196.09,Japan,Mint,0,1,0,6804.0
53,Renee,Durham,156.57,Australia,Vanilla,0,7,1,9772.0
54,Dustin,Hart,198.93,China,Mint,0,0,1,5024.0
55,Sandra,Smith,181.59,Brazil,Mint,1,1,1,4387.0
56,Jay,Herring,199.71,Germany,Stracciatella,0,3,1,1360.0
57,Kiara,Atkinson,144.76,Canada,Stracciatella,0,4,1,15005.0
58,Dean,Wu,141.11,UK,Pistachio,1,5,0,5917.0
59,Edwin,Howard,143.09,Brazil,Stracciatella,1,0,1,2277.0
60,Bailey,Colon,173.83,Finland,Stracciatella,0,3,0,10021.0
61,Barbara,Roth,155.44,USA,Strawberry,1,3,1,12592.0
62,Dwayne,Lara,161.34,Canada,Stracciatella,0,2,0,12069.0
63,Joshua,Moore,183.15,USA,Strawberry,0,3,1,15433.0
64,Sharon,Mcbride,143.08,Germany,Mint,0,0,1,10572.0
65,Samuel,Hanson,138.84,Denmark,Vanilla,1,2,1,12515.0
66,Kristy,Phillips,198.67,China,Mint,0,2,0,6158.0
67,Cody,Alvarado,138.33,Japan,Pistachio,0,3,0,15875.0
68,Ruben,Nichols,190.02,Sweden,Stracciatella,0,7,0,2143.0
69,Brandy,Daniel,194.72,Italy,Chocolate,1,3,0,7862.0
70,Michael,Cannon,185.24,Germany,Strawberry,0,2,0,3268.0
71,Julia,Rice,186.92,Canada,Vanilla,1,3,0,11317.0
72,Molly,Wong,163.02,France,Chocolate,1,1,0,4019.0
73,Leah,Fischer,171.56,Norway,Chocolate,0,7,0,17766.0
74,Troy,Mcmahon,144.61,Sweden,Pistachio,1,0,0,9278.0
75,Angela,Kirk,181.69,Denmark,Chocolate,1,0,1,3194.0
76,Jeanette,Sutton,186.84,UK,Stracciatella,1,4,1,7698.0
77,Cole,Grant,164.64,Finland,Vanilla,0,6,0,11100.0
78,Anthony,Soto,181.24,USA,Pistachio,1,5,1,12805.0
79,Jane,Lloyd,194.98,Denmark,Mint,1,4,1,13426.0
80,Douglas,Morris,182.3,France,Stracciatella,1,6,0,6914.0
81,Alicia,Deleon,198.9,UK,Mint,0,3,0,7917.0
82,Joseph,Stephenson,201.2,Canada,Stracciatella,0,0,1,11472.0
83,Andrea,Gibson,146.73,Denmark,Chocolate,1,1,1,1317.0
84,Jackson,Lara,167.13,China,Mint,0,5,0,13377.0
85,Stanley,Higgins,158.44,Australia,Vanilla,1,7,0,14634.0
86,Ian,Pruitt,189.02,Sweden,Pistachio,1,0,1,9557.0
87,Mark,Meadows,187.7,Sweden,Mint,1,3,1,6643.0
88,Nicholas,Anderson,155.23,Finland,Stracciatella,0,3,0,4908.0
89,Lawrence,Blackwell,179.33,Germany,Strawberry,0,1,1,1685.0
90,Rodney,Walter,190.33,France,Strawberry,1,6,0,2285.0
91,Maria,Herrera,176.36,Australia,Mint,1,0,1,9181.0
92,Edwin,Whitney,136.98,Italy,Pistachio,0,5,0,8379.0
93,Janice,Fletcher,195.26,Japan,Pistachio,0,4,0,5772.0
94,Ryan,Perez,172.97,Germany,Mint,0,1,0,6737.0
95,Kenneth,Gibson,138.65,Canada,Chocolate,0,1,1,6407.0
96,Natasha,Barrera,138.3,Denmark,Chocolate,1,1,0,14445.0
97,Brent,Patel,140.69,Denmark,Vanilla,0,3,0,11510.0
98,Breanna,Robbins,145.03,China,Pistachio,0,2,0,5189.0
99,Cameron,Sparks,176.49,Sweden,Vanilla,1,4,0,1149.0
100,Carlos,Young,188.43,France,Stracciatella,0,3,1,9717.0
101,Brenda,Lawson,177.17,Italy,Stracciatella,1,2,1,17736.0
102,Brian,Baker,183.79,Sweden,Vanilla,0,5,1,5169.0
103,Donald,Pena,180.02,Brazil,Stracciatella,0,1,1,1842.0
104,Robin,Simpson,184.35,Norway,Mint,1,0,0,6682.0
105,Angela,Russo,186.62,Canada,Vanilla,1,2,0,7263.0
106,Carolyn,Cunningham,195.54,Denmark,Strawberry,0,4,1,7686.0
107,Samantha,Stewart,153.01,Norway,Pistachio,0,0,0,9950.0
108,Dawn,Lucas,178.49,Norway,Mint,1,6,0,14081.0
109,Andrea,Nelson,186.55,Norway,Vanilla,1,7,0,16538.0
110,Judith,Long,181.9,Australia,Vanilla,1,1,0,5160.0
111,Patricia,Osborne,144.2,Germany,Chocolate,1,0,1,6225.0
112,Shaun,Hunt,154.06,China,Stracciatella,0,0,1,1925.0
113,Deanna,Klein,192.3,Norway,Stracciatella,1,6,1,14149.0
114,Theodore,Brewer,175.48,Finland,Mint,1,5,0,16348.0
115,Bryan,Kirk,182.24,Italy,Stracciatella,1,0,0,5480.0
116,Judith,Snow,200.68,China,Vanilla,1,4,1,17986.0
117,Wendy,Dawson,152.18,Sweden,Vanilla,1,2,0,2198.0
118,Jorge,Christensen,162.4,Denmark,Chocolate,1,4,1,9422.0
119,Tara,Vargas,175.28,Italy,Chocolate,0,3,0,1902.0
120,Troy,Rich,164.08,Japan,Chocolate,1,1,0,10151.0
121,Joy,Myers,166.49,Finland,Chocolate,1,0,0,16441.0
122,Annette,Cole,184.63,UK,Stracciatella,0,3,1,9842.0
123,Adrian,Ferguson,168.32,UK,Stracciatella,1,3,1,8527.0
124,Joy,Craig,162.14,Italy,Mint,1,2,1,9469.0
125,Amy,Stone,176.48,China,Mint,1,1,0,16848.0
126,Miguel,Anthony,138.39,Sweden,Stracciatella,0,3,1,2896.0
127,Heather,Stewart,150.62,France,Strawberry,1,7,0,4073.0
128,Patrick,Lang,165.8,China,Chocolate,0,4,0,10847.0
129,Frank,Davenport,184.32,Australia,Vanilla,1,3,0,16917.0
130,Noah,Winters,193.21,France,Vanilla,0,3,1,3065.0
131,Kara,Krause,137.2,France,Vanilla,0,0,1,7235.0
132,Meghan,Velez,137.24,China,Mint,0,1,0,12010.0
133,Kayla,Harding,165.64,Finland,Stracciatella,0,2,0,2091.0
134,Jane,Holland,138.25,Germany,Pistachio,0,5,1,9147.0
135,Alex,Singh,169.28,Denmark,Mint,1,6,0,4000.0
136,Ryan,Fernandez,140.51,France,Stracciatella,1,7,1,10240.0
137,Allison,Potter,139.17,Denmark,Mint,1,3,0,3875.0
138,Tyler,Ortiz,197.08,Japan,Chocolate,1,0,0,11405.0
139,Tiffany,Kim,198.02,Canada,Stracciatella,0,6,0,6009.0
140,Bernard,Morgan,196.73,Japan,Mint,0,6,1,9337.0
141,David,Cross,156.62,UK,Strawberry,0,3,1,3669.0
142,Tony,Cox,168.28,France,Strawberry,0,0,0,7939.0
143,Jean,Knight,197.19,Finland,Stracciatella,0,3,1,5417.0
144,Regina,Griffith,152.4,Denmark,Vanilla,1,1,0,1170.0
145,Joy,Downs,185.28,Canada,Mint,0,6,0,11662.0
146,Christopher,Klein,162.56,USA,Strawberry,0,6,0,7076.0
147,Priscilla,Howe,167.94,Finland,Mint,1,1,1,16915.0
148,Nicholas,Colon,192.19,Brazil,Strawberry,0,5,0,17044.0
149,Brandi,Wilkins,200.57,Denmark,Stracciatella,1,7,0,11465.0
150,Luke,Berg,180.56,Brazil,Chocolate,0,4,1,12127.0
151,Hayley,Sanchez,141.61,China,Strawberry,0,4,1,5918.0
152,Tiffany,Harmon,186.84,France,Mint,1,5,1,17403.0
153,Donald,Carter,146.3,Brazil,Mint,1,4,0,15561.0
154,Dwayne,Montes,141.41,France,Strawberry,0,3,1,6197.0
155,Henry,Salazar,164.42,China,Chocolate,0,6,0,2878.0
156,Richard,Frey,179.52,UK,Mint,0,4,1,17106.0
157,Stephen,Francis,152.77,USA,Stracciatella,1,0,0,8297.0
158,Bobby,Gardner,141.84,Canada,Chocolate,0,1,1,15332.0
159,Annette,Newman,183.13,Norway,Pistachio,1,0,1,16672.0
160,Christine,Oconnell,147.95,USA,Pistachio,0,0,0,6431.0
161,Tiffany,Stuart,194.27,Denmark,Chocolate,1,3,0,8555.0
162,Savannah,Cooper,167.36,Norway,Pistachio,1,1,0,1031.0
163,Tyrone,Clements,184.31,Sweden,Vanilla,1,2,0,16226.0
164,Kelly,Blankenship,191.91,USA,Vanilla,0,4,0,14718.0
165,Natasha,Singh,187.71,Finland,Mint,1,0,0,4635.0
166,Bobby,Spence,144.79,Canada,Strawberry,0,5,1,12490.0
167,Lucas,Finley,146.32,USA,Strawberry,1,3,1,10411.0
168,Kimberly,Mckinney,184.34,France,Mint,0,1,0,5862.0
169,Kelly,Crawford,153.1,Australia,Pistachio,1,3,1,15937.0
170,Patricia,Rowe,179.9,USA,Chocolate,0,1,0,10390.0
171,Pamela,Avila,186.19,Sweden,Stracciatella,0,3,0,4553.0
172,Arthur,Meyer,199.05,Sweden,Strawberry,1,6,0,3305.0
173,Karla,Richardson,167.82,Sweden,Mint,1,1,0,6729.0
174,Christian,Blankenship,182.07,China,Stracciatella,0,3,0,14080.0
175,Heather,Brock,160.32,China,Chocolate,0,0,0,16701.0
176,Krista,Stewart,182.01,China,Vanilla,1,4,0,2785.0
177,Darren,Hernandez,195.8,Japan,Pistachio,1,1,0,7403.0
178,Jesse,Herman,138.71,France,Mint,1,1,0,13477.0
179,Joshua,Jacobs,169.65,UK,Vanilla,0,2,1,9563.0
180,Susan,Duncan,175.61,France,Stracciatella,1,0,1,9721.0
181,Jennifer,Quinn,188.53,Finland,Chocolate,1,3,0,7336.0
182,Charles,Kline,182.58,Australia,Vanilla,0,4,0,6560.0
183,Kathleen,Rollins,142.61,France,Vanilla,0,5,0,11845.0
184,Kristy,Lin,139.19,Brazil,Vanilla,0,0,0,15475.0
185,Dillon,Schwartz,137.49,Denmark,Vanilla,1,3,0,9561.0
186,Lori,Weeks,154.43,Finland,Strawberry,1,5,0,5843.0
187,Hector,Walton,139.05,Japan,Vanilla,0,0,0,7625.0
188,Katie,Peck,199.41,China,Vanilla,0,2,1,6590.0
189,Daniel,Dyer,137.06,Japan,Stracciatella,0,7,0,14019.0
190,Phillip,Fernandez,185.8,Denmark,Vanilla,1,4,0,2251.0
191,Shelley,Downs,156.77,Japan,Chocolate,0,4,0,11890.0
192,Jon,Cunningham,142.3,Denmark,Mint,0,3,0,10443.0
193,Dawn,Crawford,146.99,Australia,Strawberry,0,3,0,17174.0
194,Blake,Charles,160.7,Brazil,Stracciatella,0,4,0,5910.0
195,Katie,Bond,176.85,Japan,Vanilla,1,6,0,1877.0
196,Jeffrey,Patterson,154.56,Norway,Chocolate,0,1,1,1262.0
197,Ian,Ewing,171.17,Germany,Pistachio,0,3,0,6963.0
198,Alex,Grant,153.81,Italy,Pistachio,0,0,0,9597.0
199,Alfred,Raymond,178.86,UK,Pistachio,0,2,1,1487.0
200,Heather,Cross,179.61,Japan,Vanilla,0,6,0,12073.0
201,Alfred,Burgess,183.95,Japan,Vanilla,1,4,0,8568.0
202,Ronald,Gaines,160.5,UK,Stracciatella,0,5,1,12244.0
203,Carrie,Nichols,201.66,France,Vanilla,0,0,0,6845.0
204,Dennis,James,161.84,Japan,Pistachio,1,2,0,3812.0
205,Rickey,Lawson,182.59,Canada,Stracciatella,0,4,0,13258.0
206,Abigail,Higgins,161.06,USA,Mint,0,1,0,10057.0
207,Diana,Spencer,162.97,UK,Mint,0,4,1,6469.0
208,Noah,Krause,156.65,Germany,Chocolate,1,2,0,3304.0
209,Alexis,Barnes,176.29,Denmark,Vanilla,1,4,0,9244.0
210,Lucas,Rosario,188.04,Germany,Mint,1,3,0,2589.0
211,Brandon,Weaver,155.57,Japan,Chocolate,0,7,0,10250.0
212,Neil,Whitney,189.2,Norway,Vanilla,0,7,0,11413.0
213,Keith,Ford,136.95,Brazil,Stracciatella,1,1,1,7648.0
214,Betty,Gilmore,141.37,Norway,Chocolate,1,1,0,10269.0
215,Bruce,Frederick,137.21,Denmark,Stracciatella,1,5,1,9127.0
216,Casey,Horn,145.35,Japan,Stracciatella,1,2,1,10705.0
217,Devin,Cantu,182.89,Norway,Strawberry,0,0,0,5934.0
218,Eric,Cervantes,199.98,Australia,Pistachio,0,2,1,12275.0
219,Meghan,Garcia,149.78,Italy,Stracciatella,0,0,0,9256.0
220,Jessica,Chang,164.99,China,Strawberry,0,3,0,15376.0
221,Gregg,Durham,150.92,Canada,Pistachio,1,6,1,3888.0
222,Peter,Tucker,163.86,Canada,Stracciatella,0,1,0,9360.0
223,Samuel,Archer,177.52,Brazil,Mint,0,2,1,8681.0
224,Eric,Odonnell,175.48,Japan,Pistachio,1,1,1,7149.0
225,Sherry,Nichols,163.1,Japan,Stracciatella,0,0,0,11734.0
226,Micheal,Wagner,145.81,UK,Mint,1,1,1,16179.0
227,Heidi,Wright,178.8,Italy,Chocolate,0,5,1,16348.0
228,Ronald,Gaines,161.95,China,Stracciatella,0,0,1,12665.0
229,Alexis,Craig,197.45,France,Stracciatella,0,3,0,8273.0
230,Jeanette,Guzman,151.94,Brazil,Vanilla,1,7,0,3544.0
231,Brett,Barber,167.78,Germany,Chocolate,0,4,1,8716.0
232,Ronald,Berger,193.66,Finland,Pistachio,1,0,1,10073.0
233,Tom,Klein,173.9,France,Mint,1,3,0,14897.0
