First Name,Last Name,Height,Nationality,Favorite Icecream,Like Liquorice,Times Been to Italy,First Time London,Steps per Day
Whitney,Butler,149.52,France,Stracciatella,1,2,1,14608.0
Judy,Mullins,145.32,Germany,Strawberry,1,4,0,15619.0
Lee,Chapman,136.6,Canada,Vanilla,1,1,1,5027.0
Kathleen,Howard,136.74,China,Chocolate,1,7,1,5823.0
April,Jimenez,136.21,Japan,Chocolate,0,9,1,2368.0
Dominique,Cooke,176.55,France,Chocolate,1,0,1,5365.0
Troy,Baker,144.98,Canada,Vanilla,1,2,1,10265.0
Martha,Richardson,159.28,Germany,Stracciatella,0,1,1,2670.0
Paige,Camacho,191.71,China,Mint,1,1,1,6561.0
Shelley,Gibson,158.71,UK,Strawberry,0,0,0,9400.0
John,Berger,180.52,Sweden,Strawberry,0,6,0,13065.0
Dustin,Warren,176.85,Sweden,Chocolate,0,6,0,12933.0
Kari,Barron,157.1,Sweden,Stracciatella,0,8,0,7863.0
Danny,Solomon,200.93,Finland,Mint,1,9,0,14890.0
Austin,Gillespie,157.86,Finland,Mint,1,7,1,5097.0
Darlene,Ortiz,171.5,Finland,Vanilla,1,8,0,9487.0
Hector,Small,203.87,China,Mint,1,1,1,7211.0
Mitchell,Patton,186.04,Norway,Chocolate,1,2,0,8045.0
Natasha,Noble,182.39,Denmark,Strawberry,1,4,1,8133.0
Alexandra,Green,133.94,Germany,Strawberry,0,9,0,2653.0
Kelly,Gardner,134.23,Finland,Stracciatella,1,4,1,5799.0
Kaitlyn,Bond,151.4,Brazil,Pistachio,1,7,0,7791.0
Madison,Mcdonald,198.44,UK,Strawberry,1,4,1,3169.0
Tamara,Leonard,189.26,UK,Pistachio,1,8,1,4707.0
Haley,Garcia,171.81,USA,Stracciatella,0,4,0,12013.0
Anne,Sanford,169.6,Brazil,Mint,1,9,1,17331.0
Gloria,Castro,181.99,Sweden,Pistachio,0,6,0,5369.0
Cynthia,Schmidt,144.95,China,Vanilla,1,8,0,14054.0
Jonathan,Shaffer,148.24,Sweden,Pistachio,1,2,0,18657.0
Gloria,Saunders,184.84,Sweden,Pistachio,0,1,1,4790.0
Joel,Mckay,189.15,France,Chocolate,0,0,0,7827.0
Patrick,Frank,162.9,USA,Mint,0,6,1,4263.0
Paula,Turner,180.46,Germany,Strawberry,1,5,1,6706.0
Robert,Jenkins,140.85,UK,Pistachio,1,7,1,4849.0
Brianna,Shaffer,205.82,France,Strawberry,1,4,0,11685.0
Heidi,Deleon,188.85,Sweden,Vanilla,1,9,1,4693.0
Tony,Hancock,195.79,USA,Pistachio,0,0,0,14552.0
Briana,Williamson,186.21,Japan,Stracciatella,1,2,1,14976.0
Theresa,Barker,176.66,Denmark,Vanilla,0,7,0,11413.0
Renee,Benson,178.44,UK,Vanilla,0,9,1,18042.0
Lori,Zamora,168.41,France,Strawberry,1,4,0,4348.0
Brent,Frederick,153.99,Canada,Chocolate,1,2,1,5098.0
Melissa,Christensen,178.18,UK,Stracciatella,1,6,1,13114.0
Angelica,Heath,204.91,France,Strawberry,0,1,0,6411.0
Jennifer,Esparza,159.88,Canada,Stracciatella,1,5,0,10438.0
Jeremy,Christensen,166.97,Sweden,Stracciatella,1,1,0,11208.0
Kylie,Wallace,155.54,Denmark,Pistachio,0,2,0,18418.0
Kyle,Schmidt,172.14,Australia,Pistachio,1,2,0,12842.0
Jill,Clark,160.68,Italy,Strawberry,1,1,0,5383.0
Marilyn,Newton,154.6,Norway,Pistachio,0,6,0,3406.0
David,Lynch,190.53,China,Pistachio,1,0,1,8078.0
Spencer,Ibarra,150.05,Norway,Stracciatella,1,1,0,2181.0
Gregory,Pugh,146.97,Germany,Chocolate,1,4,1,10595.0
Margaret,Roberson,172.16,Denmark,Mint,0,4,0,16316.0
Miguel,Padilla,154.45,Denmark,Strawberry,1,0,1,17319.0
Debra,Padilla,153.04,France,Stracciatella,0,7,0,18273.0
Mitchell,Pineda,153.89,Norway,Vanilla,1,4,0,9106.0
Maurice,Huynh,192.42,Norway,Pistachio,1,7,1,8397.0
Diana,Mcmahon,187.1,Brazil,Strawberry,0,3,1,14481.0
Rachael,Garcia,183.52,UK,Vanilla,1,9,0,12805.0
Olivia,Wallace,158.61,Japan,Stracciatella,0,3,0,8289.0
Jeffrey,Merritt,206.23,Sweden,Mint,0,1,1,6859.0
Brian,Yates,139.13,France,Vanilla,1,1,1,1962.0
Lindsey,Rice,205.62,China,Stracciatella,1,8,1,14062.0
Chelsea,Larsen,179.21,Finland,Strawberry,1,2,1,11029.0
Ray,Petersen,183.47,Japan,Chocolate,0,5,0,2762.0
Steven,Marshall,173.93,UK,Mint,1,2,0,17429.0
Taylor,Waller,183.7,Japan,Chocolate,0,9,1,2731.0
Alicia,Rubio,206.48,Australia,Stracciatella,0,5,0,10349.0
Jacqueline,Kim,141.53,USA,Vanilla,1,3,1,9076.0
Ray,Mcclain,168.52,Australia,Pistachio,1,2,0,12896.0
Amanda,Martin,181.85,Japan,Chocolate,1,5,0,2252.0
Kara,Braun,186.02,UK,Strawberry,0,7,1,9872.0
Ruben,Levy,188.03,UK,Vanilla,0,5,1,14238.0
Makayla,Sharp,141.41,Brazil,Mint,1,2,0,17456.0
Pam,Schwartz,184.73,Sweden,Stracciatella,1,6,0,12489.0
Kathryn,Juarez,178.77,Sweden,Vanilla,1,1,0,5004.0
Juan,Bates,177.93,USA,Vanilla,1,8,0,18824.0
Douglas,Juarez,201.82,UK,Strawberry,1,6,0,15831.0
Trevor,Avery,169.25,China,Strawberry,0,4,1,4134.0
Morgan,Rice,187.71,Brazil,Strawberry,0,5,0,13790.0
Jay,Santos,185.08,France,Chocolate,0,9,0,2348.0
Kaitlyn,Lewis,174.73,Canada,Chocolate,0,4,1,5317.0
Taylor,Waller,205.49,Japan,Chocolate,1,9,1,2051.0
Linda,Roman,171.31,Italy,Chocolate,0,6,0,17483.0
Yesenia,Shaffer,190.96,China,Pistachio,0,7,0,8903.0
Kara,Baker,179.66,Australia,Mint,1,3,0,11974.0
Alejandra,Massey,150.38,China,Mint,1,3,1,6056.0
Rebecca,Torres,189.04,Japan,Pistachio,1,0,0,16924.0
Jared,Lee,165.65,USA,Vanilla,1,6,1,12443.0
Wendy,Sampson,203.48,China,Strawberry,0,4,0,4215.0
Larry,Cummings,173.44,France,Chocolate,1,0,0,5329.0
Alexis,Rubio,158.93,France,Strawberry,0,2,0,10981.0
Derek,Dixon,162.16,Denmark,Mint,0,9,0,3535.0
Nancy,Pearson,201.83,Australia,Chocolate,1,6,0,16704.0
Nathan,Rios,161.49,Japan,Pistachio,0,4,1,10156.0
Tanya,Walsh,195.21,France,Chocolate,1,3,0,8119.0
Sheri,Nichols,179.09,USA,Vanilla,0,8,0,17505.0
Madison,Lloyd,193.8,USA,Pistachio,1,9,1,6250.0
Carla,Carrillo,193.0,Canada,Vanilla,1,5,1,10391.0
William,Rowland,169.56,Germany,Stracciatella,1,0,1,2637.0
Carla,Campbell,160.41,Japan,Vanilla,1,8,0,1511.0
Maurice,Zhang,199.81,Norway,Pistachio,1,0,1,8879.0
Crystal,Gentry,205.48,Finland,Mint,0,7,1,15369.0
Javier,Lawrence,140.1,Australia,Mint,1,1,1,12299.0
Darlene,Padilla,186.95,Sweden,Strawberry,1,7,0,16995.0
Cynthia,James,172.75,Finland,Vanilla,0,9,1,17358.0
Russell,Cherry,184.54,France,Chocolate,0,4,1,16295.0
Frederick,Valencia,152.21,Japan,Strawberry,0,2,1,9471.0
Christy,Hernandez,189.74,Germany,Chocolate,0,3,1,3517.0
Marilyn,Strong,203.34,China,Mint,0,1,1,6751.0
Kathryn,Swanson,148.14,Germany,Strawberry,1,8,0,8487.0
Andrew,Wang,162.93,China,Vanilla,0,8,1,14160.0
Erica,Ortiz,195.91,Canada,Pistachio,0,8,1,6291.0
Logan,Villanueva,183.31,China,Chocolate,0,0,0,1152.0
Jessica,Stone,182.17,Germany,Chocolate,0,8,1,3207.0
Felicia,Gross,141.22,Norway,Chocolate,0,1,0,14471.0
Crystal,Oneal,168.09,Germany,Stracciatella,0,0,1,2526.0
Carrie,Chavez,201.53,Finland,Mint,1,7,1,14874.0
Gina,Hendricks,188.66,Japan,Stracciatella,0,1,1,11687.0
Willie,Roman,180.1,Norway,Strawberry,0,7,0,6748.0
Erica,Holt,184.41,France,Mint,0,8,0,14305.0
Tonya,Barry,194.49,Denmark,Mint,0,6,0,1777.0
Laura,Wyatt,207.05,Sweden,Vanilla,0,8,1,5112.0
Jamie,Wall,157.38,Finland,Chocolate,1,9,1,2206.0
Ray,Ross,152.31,France,Mint,0,6,1,11348.0
Ashley,Pugh,190.7,Finland,Mint,1,4,1,17101.0
Xavier,Gaines,158.26,Italy,Mint,0,0,1,2090.0
Cheyenne,Noble,184.18,UK,Chocolate,0,3,0,7852.0
Frank,Burton,148.58,Finland,Vanilla,0,4,0,12127.0
Lorraine,Bradshaw,205.45,France,Pistachio,1,0,1,8647.0
Christina,Fisher,161.78,USA,Pistachio,0,1,0,9660.0
Brenda,Hendrix,138.84,Sweden,Mint,1,6,1,13571.0
Paul,Barnes,169.8,Italy,Stracciatella,1,0,0,9864.0
Kathryn,Mathis,147.99,Germany,Vanilla,0,6,1,16653.0
Toni,Burton,149.24,France,Stracciatella,1,0,0,18598.0
Ronald,Barnes,151.99,Germany,Pistachio,1,7,1,8114.0
Trevor,Ramsey,205.77,China,Chocolate,1,4,1,2538.0
Yesenia,Roberts,160.59,France,Pistachio,1,6,0,3979.0
Steven,Hebert,172.32,France,Chocolate,0,4,1,5384.0
