First Name,Last Name,Height,Nationality,Favorite Icecream,Like Liquorice,Times Been to Italy,First Time London,Steps per Day
Randall,Gordon,180.24,Canada,Chocolate,0,6,0,6191.0
Marilyn,Oconnor,137.52,Japan,Mint,1,2,0,9474.0
Pam,Matthews,187.34,Norway,Chocolate,0,4,1,8028.0
Julia,Schmidt,192.19,Brazil,Chocolate,0,6,1,3907.0
Rose,Monroe,158.66,UK,Mint,1,0,0,11079.0
Harry,Jacobs,163.33,Australia,Strawberry,0,2,1,12872.0
Lauren,Zimmerman,179.38,USA,Stracciatella,1,7,1,12354.0
Dana,Mcknight,199.97,Japan,Mint,0,5,1,7445.0
Larry,Pruitt,138.29,Germany,Stracciatella,1,6,0,11731.0
Cassandra,Harris,142.82,China,Pistachio,0,9,1,17187.0
Dana,Howell,168.28,Finland,Vanilla,0,8,1,9850.0
Christina,Simmons,194.64,USA,Strawberry,1,5,1,13312.0
Shawn,Price,168.17,Australia,Vanilla,0,5,1,1734.0
Heather,Atkinson,139.43,Australia,Stracciatella,1,1,1,17326.0
Madison,Mays,186.47,Japan,Pistachio,0,8,0,6496.0
Beverly,Wright,202.51,Italy,Strawberry,1,6,0,14753.0
Cindy,Kirby,177.02,Denmark,Chocolate,1,8,0,18190.0
Jonathan,Leon,142.79,Norway,Strawberry,0,3,0,15173.0
Evan,Rich,137.45,USA,Chocolate,1,1,0,8349.0
Selena,Wagner,196.47,UK,Vanilla,0,0,1,12326.0
Doris,Cantu,162.14,Finland,Stracciatella,0,1,1,6881.0
Marilyn,Watson,198.13,Norway,Vanilla,0,0,1,4066.0
Aaron,Warren,162.98,France,Chocolate,1,3,1,12976.0
Theodore,Wallace,185.86,Denmark,Vanilla,1,8,0,18748.0
Angela,Reeves,147.17,Italy,Mint,0,3,1,17800.0
Chelsey,Hansen,202.81,Norway,Stracciatella,0,3,1,12943.0
Sherry,Benton,197.84,Japan,Chocolate,1,7,0,14726.0
Olivia,Small,200.94,Japan,Pistachio,0,0,0,16057.0
Adam,Hess,151.83,Germany,Strawberry,1,9,1,12286.0
Jared,Roberts,146.85,Brazil,Stracciatella,1,8,0,10894.0
Anita,Mitchell,157.12,Germany,Strawberry,1,8,0,10061.0
Charlotte,Meza,170.31,Norway,Chocolate,0,6,0,12928.0
Frances,Maddox,194.45,Australia,Chocolate,0,2,1,11121.0
Ronnie,Benson,164.18,Australia,Strawberry,0,4,0,6726.0
Frances,Fleming,207.38,Finland,Strawberry,1,9,0,11281.0
Shelley,Sims,139.25,France,Chocolate,1,7,0,7520.0
Briana,Gentry,177.96,Japan,Vanilla,0,7,1,13341.0
Lori,Arnold,149.1,Germany,Strawberry,1,4,0,10413.0
Ray,Rich,176.96,UK,Strawberry,1,9,1,11941.0
Erin,Ramirez,184.95,France,Stracciatella,1,5,0,8371.0
Gilbert,Rose,152.96,USA,Vanilla,1,1,1,15463.0
Bob,Leon,174.69,Norway,Chocolate,0,1,0,5521.0
Jamie,Lara,142.87,France,Mint,0,3,1,7654.0
Amy,Mccall,139.34,Denmark,Pistachio,0,5,0,14785.0
Kellie,Houston,160.31,France,Vanilla,1,6,1,18198.0
Peggy,Richardson,174.57,Australia,Mint,1,5,1,13425.0
Jonathan,Raymond,167.72,Norway,Chocolate,0,5,0,1978.0
Doris,Arias,152.67,Denmark,Strawberry,1,4,1,13943.0
Brittany,Stein,181.96,Brazil,Stracciatella,0,8,1,16623.0
Jay,Massey,180.54,Finland,Mint,0,3,1,4397.0
Brandon,Franklin,142.84,Denmark,Chocolate,1,1,1,17388.0
Ronnie,Mckenzie,205.37,Brazil,Chocolate,0,8,1,6147.0
Alan,Kelly,173.07,Denmark,Mint,0,9,1,9024.0
Gene,Hendrix,145.69,France,Stracciatella,1,0,0,10760.0
Johnny,Mendez,161.24,Australia,Chocolate,1,7,0,15435.0
Cathy,Mahoney,195.12,USA,Stracciatella,1,3,1,16205.0
Cassandra,Calderon,165.9,Japan,Pistachio,1,0,0,11168.0
Felicia,Castro,176.95,Norway,Pistachio,0,3,1,10898.0
Michelle,Holt,137.25,Australia,Strawberry,0,0,1,9249.0
Renee,Schneider,140.87,Australia,Stracciatella,1,7,1,18864.0
Cheryl,Chen,191.33,China,Strawberry,1,4,0,1179.0
Jenny,Hoover,136.15,Brazil,Mint,0,5,1,18400.0
Sharon,Dodson,190.85,Finland,Strawberry,0,0,0,5463.0
Brianna,Cooley,193.66,Australia,Stracciatella,0,4,1,7529.0
Darren,Jimenez,184.6,Australia,Pistachio,0,4,1,18370.0
Christopher,Hampton,183.21,Italy,Stracciatella,0,8,1,8260.0
Emily,Hart,150.04,Sweden,Stracciatella,1,4,1,18238.0
Shelly,Berry,151.64,Denmark,Chocolate,1,5,1,15899.0
Leah,Beck,173.64,Germany,Stracciatella,1,7,1,14065.0
Perry,Stein,133.92,Japan,Stracciatella,1,8,1,2261.0
Lawrence,Gillespie,194.5,USA,Strawberry,1,9,1,18514.0
Brandi,Rosales,180.33,Norway,Vanilla,0,3,1,12114.0
Megan,Aguirre,197.35,China,Mint,0,9,0,9018.0
Breanna,Dawson,161.51,Finland,Strawberry,0,9,0,16200.0
Alan,Valencia,137.38,Sweden,Pistachio,0,5,0,9099.0
Dean,Hawkins,163.66,China,Stracciatella,0,3,0,3699.0
Diane,Tate,167.97,Canada,Pistachio,0,6,1,18959.0
Tyler,Price,184.96,Italy,Strawberry,1,3,1,1195.0
Peggy,Jensen,170.22,Germany,Chocolate,0,1,0,9318.0
Jorge,Wolf,177.94,USA,Stracciatella,1,7,0,6694.0
Kim,Boyd,181.59,Italy,Strawberry,1,4,0,18716.0
Nathan,Levy,140.54,Finland,Strawberry,0,4,1,11538.0
Ronnie,Reeves,170.27,France,Mint,0,7,1,11699.0
Teresa,Camacho,163.95,Germany,Stracciatella,1,5,1,1515.0
Renee,Anthony,176.63,Norway,Pistachio,1,9,0,15359.0
Elizabeth,Livingston,163.12,UK,Pistachio,1,7,1,12490.0
Bradley,Parker,149.94,Canada,Pistachio,0,7,1,10063.0
Mike,Jordan,197.24,UK,Mint,0,4,0,2581.0
Heidi,Clarke,177.88,Brazil,Strawberry,1,4,1,2574.0
Krista,Johnson,137.03,Japan,Stracciatella,1,8,1,5871.0
Brandon,Jimenez,165.57,China,Vanilla,0,0,0,4715.0
