First Name,Last Name,Height,Nationality,Favorite Icecream,Like Liquorice,Times Been to Italy,First Time London,Steps per Day
Jack,Houston,144.89,Germany,Vanilla,0,6,1,14863.0
Melanie,Mcmahon,198.02,Denmark,Vanilla,1,3,1,1661.0
Andrea,Murphy,199.4,China,Chocolate,0,2,0,11881.0
Lauren,Webb,189.04,Germany,Chocolate,1,5,0,15382.0
Allison,Sweeney,179.82,Sweden,Pistachio,0,1,1,5191.0
Sharon,Collins,150.29,Brazil,Pistachio,1,2,1,16197.0
Sandra,Reese,163.4,Denmark,Chocolate,0,4,1,7141.0
Lisa,Christensen,186.01,Australia,Vanilla,0,4,1,10697.0
Kristine,Armstrong,137.79,Denmark,Pistachio,0,0,0,2076.0
Vanessa,Cordova,172.13,Germany,Vanilla,1,0,0,2729.0
Tom,Sweeney,152.74,Italy,Mint,0,7,1,17928.0
Gary,Walton,152.61,Italy,Mint,0,2,1,1520.0
Cristina,Strickland,139.58,Germany,Stracciatella,0,7,0,8661.0
Courtney,Walton,194.48,Sweden,Mint,0,6,0,1655.0
Kelly,Bush,150.61,Italy,Pistachio,0,2,1,12504.0
Kim,Allison,178.79,USA,Vanilla,1,2,1,14923.0
Jenna,Archer,195.22,USA,Mint,1,0,1,4703.0
Nancy,Ortega,167.95,Denmark,Pistachio,0,3,1,12543.0
Amber,Ho,175.32,Italy,Pistachio,1,6,1,4484.0
Mariah,Romero,156.75,Germany,Strawberry,1,0,0,7795.0
Curtis,Ward,189.19,Sweden,Mint,0,7,1,8298.0
Amber,Silva,141.17,Finland,Chocolate,1,6,0,10176.0
Kenneth,Parsons,164.13,Norway,Strawberry,1,4,1,8692.0
Joan,Wagner,162.31,USA,Stracciatella,1,3,0,4521.0
Tyler,Ball,170.61,Germany,Mint,0,7,0,16501.0
Ruth,Lang,195.79,China,Mint,1,2,1,9973.0
Donald,Singh,195.03,China,Vanilla,1,4,0,14500.0
Suzanne,Wagner,160.62,Australia,Strawberry,0,3,1,5431.0
Kathryn,Aguilar,177.32,Canada,Vanilla,0,7,0,10830.0
Shelby,Nelson,158.84,Australia,Pistachio,0,0,1,12366.0
Shelby,Knox,141.81,Denmark,Pistachio,0,6,0,10817.0
Roberto,Jenkins,177.66,Italy,Vanilla,0,0,0,17396.0
Martin,Acosta,175.14,Finland,Vanilla,0,7,0,16558.0
Tammy,Chang,159.2,USA,Strawberry,0,5,0,13407.0
Suzanne,Mason,175.99,France,Mint,0,4,0,6691.0
Robert,Hunter,199.45,USA,Chocolate,0,3,0,10814.0
Holly,Cordova,152.99,Canada,Stracciatella,1,3,0,14550.0
Kristy,Peters,173.22,China,Stracciatella,0,0,0,1015.0
Corey,Hinton,197.35,Australia,Chocolate,0,7,0,16424.0
Joel,Patrick,150.64,Sweden,Strawberry,1,6,0,12094.0
Julie,Yang,189.06,Germany,Strawberry,0,3,1,11912.0
Monique,Freeman,173.02,China,Strawberry,1,1,0,11428.0
Alicia,Snow,174.65,Finland,Pistachio,0,3,1,17664.0
Holly,Potter,194.6,Sweden,Mint,1,3,0,6466.0
Jon,Friedman,185.49,Brazil,Vanilla,0,6,1,2375.0
Kelsey,Wise,171.86,Australia,Vanilla,1,4,0,6307.0
Wendy,Brennan,183.63,USA,Strawberry,1,7,1,4799.0
Marie,Andrews,169.63,Norway,Pistachio,1,3,1,17876.0
Isaac,Robles,169.6,China,Pistachio,0,6,1,6162.0
Troy,Odonnell,152.37,USA,Stracciatella,1,7,0,16091.0
Erin,Walton,201.87,Australia,Chocolate,1,0,0,13819.0
Bryan,Reese,143.18,Canada,Vanilla,1,3,1,5934.0
Dwayne,Esparza,137.34,France,Pistachio,1,5,1,17642.0
Jim,Moreno,185.11,Finland,Pistachio,0,4,1,7979.0
Ashley,Medina,158.24,Australia,Strawberry,0,6,0,11928.0
Katie,Sweeney,183.9,Italy,Vanilla,1,0,1,14762.0
Tracy,Watson,169.84,Germany,Mint,0,2,1,8824.0
Jean,Ramirez,196.49,USA,Strawberry,1,0,0,11710.0
Abigail,Monroe,150.91,Brazil,Mint,0,5,1,14282.0
Jeremy,Duncan,191.93,Brazil,Chocolate,1,1,0,4366.0
Katelyn,Moreno,164.96,Denmark,Chocolate,1,4,1,4037.0
Virginia,Andrews,184.93,USA,Strawberry,0,1,1,1581.0
Cameron,Flynn,148.48,Norway,Stracciatella,0,7,0,10709.0
Melinda,Barnett,158.13,Canada,Pistachio,0,1,1,14523.0
John,Lewis,184.19,Italy,Vanilla,0,2,0,14255.0
Victoria,Harding,189.84,France,Pistachio,1,3,1,11968.0
Jessica,Warren,181.88,USA,Strawberry,0,6,0,13246.0
Bailey,Murphy,156.84,Norway,Pistachio,0,4,1,18076.0
Krystal,Orr,163.73,Italy,Stracciatella,1,6,0,9066.0
Patrick,Fowler,179.21,France,Stracciatella,0,1,1,12199.0
Caroline,Velasquez,168.61,Australia,Pistachio,1,3,1,11139.0
Robert,Neal,196.81,USA,Vanilla,0,7,1,17963.0
Edward,Palmer,153.34,Germany,Stracciatella,1,6,0,12106.0
Teresa,Reynolds,150.28,Italy,Stracciatella,0,5,0,3531.0
Derrick,Mclean,193.89,USA,Vanilla,0,7,0,18096.0
Maria,Fletcher,191.63,Finland,Vanilla,1,1,1,15413.0
Betty,Joseph,157.11,UK,Strawberry,0,2,0,14968.0
Gerald,Moore,197.42,Italy,Vanilla,0,3,1,14621.0
Erik,Fletcher,166.4,Finland,Vanilla,1,6,1,13360.0
Cameron,Hebert,146.54,Norway,Chocolate,0,3,1,2586.0
Melvin,Sullivan,156.08,Canada,Strawberry,0,7,1,16499.0
Harry,Rose,190.93,Sweden,Mint,1,3,0,16442.0
Christina,Fischer,151.78,USA,Stracciatella,0,1,0,14839.0
Tanner,Wyatt,144.57,Brazil,Vanilla,0,4,1,16891.0
Christopher,Berger,140.72,Canada,Pistachio,0,7,0,11418.0
Ann,Wilson,190.0,Italy,Pistachio,0,5,0,17412.0
Janet,Guzman,187.93,Finland,Strawberry,0,1,1,11054.0
Tracy,Hayes,170.95,France,Pistachio,0,1,1,2343.0
Noah,Morales,169.75,France,Mint,1,7,0,9815.0
Troy,Brock,188.45,UK,Strawberry,0,1,1,9105.0
Frederick,Banks,175.46,UK,Pistachio,1,0,1,12283.0
Shannon,Greene,152.26,Brazil,Mint,0,2,1,4712.0
Trevor,Sullivan,159.72,France,Chocolate,1,6,1,6445.0
Kristina,Hall,137.17,Japan,Stracciatella,1,7,0,2590.0
Tyrone,Cline,180.7,China,Strawberry,1,1,0,5478.0
Kylie,Gross,167.68,Canada,Vanilla,1,4,0,13543.0
Jim,Moreno,161.8,Denmark,Chocolate,1,4,1,4293.0
Michele,Friedman,173.37,UK,Vanilla,0,4,0,13331.0
Angela,Henderson,163.57,China,Stracciatella,0,3,0,2344.0
Elaine,Armstrong,158.11,Sweden,Strawberry,1,7,0,4300.0
Carla,Sutton,168.84,Japan,Stracciatella,1,0,1,4509.0
Tom,Ryan,165.08,Denmark,Strawberry,0,4,0,16665.0
Kelsey,Gregory,151.18,Norway,Pistachio,0,1,1,16326.0
Francisco,Fisher,184.8,Canada,Strawberry,1,7,1,14291.0
Roberto,Finley,188.22,Brazil,Mint,0,6,1,14650.0
Cassie,Dawson,137.24,Finland,Stracciatella,0,4,0,5263.0
James,Mccarthy,174.59,China,Stracciatella,1,5,0,5462.0
Ann,Gonzales,197.4,Germany,Vanilla,1,7,1,11484.0
Joshua,Walsh,159.7,Italy,Chocolate,1,3,1,12043.0
Casey,Russo,144.69,Germany,Vanilla,1,5,1,14440.0
Gregg,Lindsey,169.52,China,Chocolate,1,0,0,3302.0
Bradley,Melton,183.19,Japan,Chocolate,0,7,0,1267.0
Susan,Rodriguez,202.15,Italy,Chocolate,0,0,1,4977.0
Leslie,Knight,166.34,Germany,Chocolate,0,4,0,17349.0
Victoria,Turner,158.72,Brazil,Pistachio,1,0,1,3302.0
Jill,Chung,143.86,Finland,Vanilla,1,7,1,14054.0
Sue,Calhoun,145.67,Brazil,Vanilla,1,4,1,3180.0
Jeffery,Harrington,188.53,Australia,Chocolate,1,4,0,9559.0
Tyler,Marshall,141.28,UK,Pistachio,1,3,0,12132.0
Gabriel,Fields,150.28,Australia,Chocolate,1,7,1,17276.0
Bailey,Mcconnell,198.4,Germany,Mint,1,6,1,8080.0
Caitlyn,Walters,147.44,Norway,Chocolate,0,4,0,3092.0
Briana,Brennan,151.7,Germany,Mint,1,4,1,12761.0
Eric,Odonnell,183.07,Australia,Vanilla,0,3,0,2138.0
Clinton,Duarte,179.94,Canada,Strawberry,1,1,0,6035.0
Amber,Boyle,138.48,Norway,Pistachio,1,0,0,17448.0
Melvin,Morton,166.18,Brazil,Pistachio,1,4,0,17680.0
Carlos,Branch,145.58,Sweden,Mint,0,7,0,2611.0
Cindy,Morgan,198.94,Sweden,Mint,1,1,1,17579.0
Angela,Turner,156.62,Australia,Strawberry,0,2,0,2658.0
Regina,Hart,193.41,Italy,Mint,0,3,1,4601.0
Diane,Arellano,164.01,Canada,Strawberry,0,4,1,11757.0
Monique,Wilkins,195.82,Canada,Vanilla,0,4,0,14820.0
Henry,Moore,154.34,Canada,Stracciatella,1,4,0,4379.0
Gene,Lawrence,198.88,China,Mint,1,3,1,9477.0
Christy,Powers,155.55,Japan,Chocolate,0,4,1,15816.0
Marcia,Guzman,146.91,Australia,Stracciatella,0,2,0,11131.0
Maria,Calhoun,189.03,Finland,Mint,1,7,1,9990.0
Dennis,House,167.71,UK,Pistachio,0,5,0,17887.0
Rickey,Hammond,147.17,Sweden,Chocolate,0,2,1,15532.0
Darren,Golden,197.44,France,Vanilla,0,2,1,3021.0
Carlos,Zimmerman,176.44,USA,Vanilla,0,0,1,3079.0
Jeffrey,Best,181.72,Canada,Pistachio,1,1,1,8280.0
Corey,Howell,177.3,Australia,Vanilla,1,5,0,17259.0
Andrew,Brown,198.63,Finland,Strawberry,1,4,0,2170.0
