First Name,Last Name,Height,Nationality,Favorite Icecream,Like Liquorice,Times Been to Italy,First Time London,Steps per Day
Gerald,Dean,195.35,Finland,Pistachio,0,7,0,17497.0
Ricky,Hendrix,199.54,China,Chocolate,0,3,0,9999.0
Jordan,Duke,166.48,China,Strawberry,0,5,0,14366.0
Jordan,Dudley,185.08,Japan,Stracciatella,1,0,0,10220.0
Cindy,Wagner,154.79,Germany,Strawberry,1,9,0,7278.0
Jose,Cole,191.41,China,Stracciatella,1,5,0,13778.0
Doris,Skinner,187.26,UK,Pistachio,0,2,0,1531.0
Rita,Evans,153.33,Brazil,Pistachio,1,9,1,12074.0
Cody,Washington,137.02,Japan,Vanilla,0,5,0,7090.0
Hailey,Herring,204.23,Norway,Mint,0,5,0,14306.0
Olivia,Montgomery,172.75,Sweden,Strawberry,0,0,0,8688.0
Andrew,Greene,157.59,Germany,Chocolate,0,5,1,11743.0
Christy,Hopkins,191.0,UK,Vanilla,0,9,0,2329.0
Kaitlyn,Acosta,203.53,Italy,Mint,1,9,1,1284.0
Aaron,Vasquez,176.29,France,Vanilla,1,5,1,2490.0
Maria,Robles,148.76,Finland,Chocolate,1,1,0,16506.0
Megan,Hurley,185.56,Norway,Stracciatella,0,8,0,9451.0
Felicia,Drake,142.18,Brazil,Mint,0,1,1,13570.0
Loretta,Berry,136.29,Australia,Pistachio,1,9,1,18927.0
Christine,Walker,152.31,Brazil,Vanilla,0,0,1,15934.0
Hailey,Washington,197.5,Finland,Mint,1,0,1,17607.0
Cameron,Williamson,149.25,France,Pistachio,1,2,1,15511.0
Kiara,Richards,136.47,USA,Pistachio,1,9,1,12520.0
Todd,Graham,155.42,Italy,Vanilla,0,8,1,17920.0
Dana,Stewart,164.37,Sweden,Strawberry,0,5,0,17612.0
Travis,Mcclain,172.34,Norway,Strawberry,0,0,0,7018.0
Selena,Booker,201.17,Finland,Pistachio,0,9,0,15043.0
Garrett,Huber,152.64,Norway,Strawberry,1,9,1,3724.0
Ruth,Richardson,145.5,UK,Mint,1,0,0,3026.0
Mckenzie,Jenkins,158.35,Australia,Mint,1,5,1,1081.0
Jordan,Taylor,160.16,Italy,Mint,0,5,0,7638.0
Luis,Li,172.04,Germany,Strawberry,0,1,1,14165.0
David,Wells,164.06,France,Strawberry,0,5,1,3226.0
Kathy,Browning,150.95,France,Pistachio,1,2,0,7580.0
Jack,Miles,147.32,Denmark,Pistachio,1,4,1,8703.0
Yolanda,Wang,200.7,China,Mint,1,7,1,6952.0
Whitney,Bell,178.2,Canada,Mint,0,2,0,11434.0
Todd,Fleming,171.24,Italy,Strawberry,0,0,1,4821.0
Brianna,Myers,135.19,Japan,Strawberry,1,9,0,4373.0
Benjamin,Hendricks,202.65,Italy,Strawberry,0,4,1,9484.0
Terri,Hogan,146.98,USA,Vanilla,1,4,1,9257.0
Willie,Mahoney,143.5,Australia,Chocolate,0,0,0,6935.0
Loretta,Larsen,171.52,Canada,Strawberry,0,2,1,11905.0
Brent,Long,172.9,Germany,Pistachio,1,6,1,17414.0
Ethan,Carr,186.32,Canada,Stracciatella,1,2,1,10757.0
David,Rogers,133.87,Brazil,Pistachio,1,9,0,12795.0
Cassandra,Torres,155.01,Japan,Vanilla,0,1,0,10311.0
Shawna,Lopez,171.21,Brazil,Strawberry,0,0,0,13564.0
Angelica,Jordan,166.47,Brazil,Strawberry,0,2,1,8323.0
Harry,Merritt,152.95,USA,Vanilla,0,8,1,3268.0
Gloria,Mora,153.84,France,Vanilla,0,1,1,16400.0
Juan,Montgomery,153.56,China,Strawberry,1,9,0,3083.0
Felicia,Welch,186.59,Finland,Stracciatella,1,7,0,16106.0
Sergio,Myers,197.72,Germany,Stracciatella,1,7,0,13744.0
Troy,Bowers,184.41,Australia,Pistachio,1,9,0,13044.0
Kevin,Christian,176.95,UK,Stracciatella,0,4,1,12304.0
Alexandra,Saunders,185.37,Canada,Pistachio,1,0,1,12792.0
Nathaniel,Cooper,165.92,Japan,Vanilla,0,3,1,8113.0
Amber,Sampson,168.42,Finland,Chocolate,1,0,0,6795.0
Kiara,Howe,196.92,USA,Mint,1,7,1,12455.0
Brooke,Jackson,141.29,Norway,Chocolate,0,6,0,9247.0
Cindy,Evans,154.76,Germany,Strawberry,1,9,0,19013.0
Katie,Sandoval,172.96,Finland,Pistachio,1,0,0,11315.0
Juan,Bush,187.48,USA,Pistachio,0,5,1,7799.0
Willie,Rich,166.06,UK,Chocolate,1,0,1,4507.0
Laura,Silva,179.85,UK,Mint,0,5,1,10831.0
Annette,Peters,202.14,Norway,Pistachio,0,0,1,4654.0
Heidi,Berger,199.24,Australia,Chocolate,0,7,1,15109.0
Clinton,Ward,154.33,Finland,Strawberry,1,9,1,17746.0
Nicole,Short,198.49,Sweden,Pistachio,1,7,1,3421.0
Kathleen,Holloway,185.84,Finland,Stracciatella,1,9,1,12934.0
Patrick,Richardson,149.2,USA,Pistachio,0,0,1,7487.0
Greg,Lloyd,149.73,China,Pistachio,0,0,1,16722.0
Dylan,Cooper,169.48,Japan,Chocolate,1,0,1,2205.0
Carrie,Hancock,166.09,China,Chocolate,1,0,1,17566.0
Natalie,Hayes,159.17,Sweden,Chocolate,0,5,0,5283.0
Deborah,Hubbard,135.27,Sweden,Vanilla,0,9,1,3778.0
Renee,Johnston,171.32,Norway,Pistachio,1,6,1,3932.0
Holly,Paul,170.61,France,Vanilla,0,2,0,2407.0
Craig,Day,191.86,Sweden,Pistachio,1,6,0,3209.0
Kaitlyn,Jenkins,198.49,China,Pistachio,1,7,0,1866.0
Anita,Davidson,179.87,Canada,Pistachio,1,6,0,4642.0
Allison,Bell,163.55,France,Chocolate,1,0,0,12747.0
Elizabeth,Barron,149.86,China,Pistachio,0,3,0,16310.0
Rose,Bray,172.94,Canada,Strawberry,0,0,0,2092.0
Bob,Caldwell,192.48,Australia,Strawberry,0,2,1,15560.0
Francisco,Harvey,184.97,Canada,Pistachio,1,0,0,9350.0
Keith,Burns,200.67,Finland,Mint,1,9,0,11591.0
Dwayne,Smith,152.47,Finland,Strawberry,1,1,0,1939.0
Kristina,Key,185.89,Australia,Stracciatella,1,7,1,14182.0
Victoria,Russo,201.56,Sweden,Vanilla,1,9,1,14626.0
Curtis,Sherman,156.66,Brazil,Mint,1,5,0,7328.0
Austin,Walter,152.54,UK,Vanilla,0,5,0,14545.0
Darlene,Parker,179.21,Canada,Pistachio,1,5,0,10352.0
Jennifer,Wu,168.28,Germany,Pistachio,0,2,1,13693.0
Hunter,Matthews,176.4,China,Stracciatella,0,5,1,4246.0
Jeremy,Deleon,193.6,Brazil,Pistachio,0,0,0,12885.0
Katherine,Prince,156.36,Sweden,Stracciatella,0,2,1,4728.0
Steve,Hart,195.55,China,Chocolate,0,5,1,8942.0
David,Morton,151.68,France,Chocolate,1,9,1,3935.0
Dennis,Dennis,162.29,Brazil,Chocolate,1,9,1,9866.0
Cindy,Avila,137.0,USA,Strawberry,1,9,0,3339.0
Gloria,Luna,197.9,Japan,Mint,1,0,1,16086.0
Nathaniel,Gaines,179.38,USA,Pistachio,1,7,1,10674.0
Joseph,Ramsey,197.24,Norway,Mint,1,6,1,10021.0
Amanda,Bray,183.44,Australia,Mint,0,8,1,2799.0
Denise,Macdonald,204.25,Germany,Pistachio,1,6,0,9713.0
